key,value,comment
present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,,
present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,,
present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,,
present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,,
present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,,
present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,,
residences_roof_surface_available_for_pv,,
typical_useful_demand_for_space_heating_apartments_1945_1964,,
typical_useful_demand_for_space_heating_apartments_1965_1984,,
typical_useful_demand_for_space_heating_apartments_1985_2004,,
typical_useful_demand_for_space_heating_apartments_2005_present,,
typical_useful_demand_for_space_heating_apartments_before_1945,,
typical_useful_demand_for_space_heating_apartments_future,,
typical_useful_demand_for_space_heating_detached_houses_1945_1964,,
typical_useful_demand_for_space_heating_detached_houses_1965_1984,,
typical_useful_demand_for_space_heating_detached_houses_1985_2004,,
typical_useful_demand_for_space_heating_detached_houses_2005_present,,
typical_useful_demand_for_space_heating_detached_houses_before_1945,,
typical_useful_demand_for_space_heating_detached_houses_future,,
typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,,
typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,,
typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,,
typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,,
typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,,
typical_useful_demand_for_space_heating_semi_detached_houses_future,,
typical_useful_demand_for_space_heating_terraced_houses_1945_1964,,
typical_useful_demand_for_space_heating_terraced_houses_1965_1984,,
typical_useful_demand_for_space_heating_terraced_houses_1985_2004,,
typical_useful_demand_for_space_heating_terraced_houses_2005_present,,
typical_useful_demand_for_space_heating_terraced_houses_before_1945,,
typical_useful_demand_for_space_heating_terraced_houses_future,,
