crt_code,crt_category,co2,other_ghg,total_ghg,unit
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,252.76558765108007,5.237236821559975,258.00282447264004,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,413.46606485999996,7.855855232340048,421.32192009234,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,846.9606071117265,0.0,846.9606071117265,kton CO2-eq
,Annual Change in Total Long-term C Storage,1181.099690785544,0.0,1181.099690785544,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,46221.422138480324,0.0,46221.422138480324,kton CO2-eq
,Total GHG emissions without LULUCF,101032.68631678067,22418.57424565422,123451.2605624349,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,101691.01693725036,22418.57424565422,124109.59118290458,kton CO2-eq
,Total GHG emissions with LULUCF,108760.51946385963,22468.80622871178,131229.3256925714,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,109418.85008432931,22468.806228711765,131887.65631304108,kton CO2-eq
1,Energy,89348.11657499452,4962.551737212401,94310.66831220692,kton CO2-eq
1.A.1,Energy Industries,48932.97082125205,242.5782563157336,49175.54907756778,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,42954.706773849975,225.40287040207477,43180.10964425205,kton CO2-eq
1.A.1.a.i,Electricity Generation,42954.706773849975,225.40287040207477,43180.10964425205,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,0.0,0.0,0.0,kton CO2-eq
1.A.1.a.iii,Heat Plants,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum Refining,539.869189093534,0.5328109719454233,540.4020000654795,kton CO2-eq
