crt_code,crt_category,co2,other_ghg,total_ghg,unit
1.A.1.a.i,Public electricity generation,2893.013475834344,11.738970152029198,2904.752445986373,kton CO2-eq
1.A.1.a.iii,Public heat plants,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum refining,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.i,Manufacture of solid fuels fuel use,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.ii,Oil and gas extraction fuel use,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.iii,Other energy industries fuel use,0.0,0.0,0.0,kton CO2-eq
1.A.2.a,Iron and steel industries fuel use,0.0,0.0,0.0,kton CO2-eq
1.A.2.b,Non-ferrous metals industries fuel use,1.1259713656179966,0.003817006340966,1.1297883719589625,kton CO2-eq
1.A.2.c,Chemicals industries fuel use,111.12697458449156,0.7712228763592294,111.8981974608508,kton CO2-eq
1.A.2.d,"Pulp, paper and print industries fuel use",8.508152113815942,0.2503932692783517,8.758545383094294,kton CO2-eq
1.A.2.e,"Food, drink and tobacco industries fuel use",119.95723099949478,0.3152066802177015,120.27243767971248,kton CO2-eq
1.A.2.f,Non-metallic minerals industries fuel use,106.86108364121986,1.971039358812144,108.83212300003201,kton CO2-eq
1.A.2.g.iii,Mining and quarrying machinery fuel use,9.250899979967366,0.10788389768220649,9.358783877649573,kton CO2-eq
1.A.2.g.v,Construction machinery fuel use,59.71743553635189,0.6979128236987051,60.4153483600506,kton CO2-eq
1.A.2.g.vii,Off-road vehicles and other machinery fuel use,52.86955080158183,0.616732670773842,53.48628347235567,kton CO2-eq
1.A.2.g.viii,Other manufacturing industries and construction stationary fuel use,597.8081242804382,6.140533105151485,603.9486573855896,kton CO2-eq
1.A.3.a,Domestic aviation fuel use,189.27967280053826,1.7257429711012326,191.0054157716395,kton CO2-eq
1.A.3.b.i,Car fuel use,2919.3885555603842,20.197237698006,2939.5857932583904,kton CO2-eq
1.A.3.b.ii,Light duty truck fuel use,278.6858125278277,2.0313060727652408,280.7171186005929,kton CO2-eq
1.A.3.b.iii,Heavy duty trucks and bus fuel use,679.8467515842234,10.889558842995312,690.7363104272187,kton CO2-eq
1.A.3.b.iv,Motorcycle fuel use,7.555889690529401,0.1643429502566362,7.720232640786038,kton CO2-eq
1.A.3.b.v,Other road transport fuel use - all vehicles - LPG use,9.107952089680882,0.009275825850018,9.1172279155309,kton CO2-eq
