Key,Value,Source
country,chiark,
base_year,2011,
metal_steel_production,8,
metal_steel_share_blast_furnace_current,0.98,
metal_steel_share_blast_furnace_bat,0,
metal_steel_share_cyclone,0,
metal_steel_share_electric,0.02,
metal_steel_burner_share_coal_gas,0.665,
metal_steel_burner_share_network_gas,0.335,
metal_aluminium_production,0.4,
metal_aluminium_share_electrolysis_current,0.8,
metal_aluminium_share_electrolysis_bat,0,
metal_aluminium_share_melting_oven,0.2,
metal_aluminium_share_carbothermal_reduction,0,
