utc_timestamp,cet_cest_timestamp,interpolated_values,DE_load_entsoe_power_statistics,DE_load_entsoe_transparency,DE_price_day_ahead,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile
2015-01-02T11:00:00Z,2015-01-02T12:00:00+0100,,61406,60104,15.41,37626,1726,0.0459,38204,25642,0.6712,997,,,37207,,
2015-01-02T12:00:00Z,2015-01-02T13:00:00+0100,,60400,59568,14.52,37626,1899,0.0505,38204,25795,0.6752,997,,,37207,,
2015-01-02T13:00:00Z,2015-01-02T14:00:00+0100,,59251,58561,14.7,37626,1352,0.0359,38204,25297,0.6622,997,,,37207,,
2015-01-02T14:00:00Z,2015-01-02T15:00:00+0100,,58771,58012,14.66,37626,516,0.0137,38204,24982,0.6539,997,,,37207,,
2015-01-02T15:00:00Z,2015-01-02T16:00:00+0100,,60446,59287,16.09,37626,45,0.0012,38204,24720,0.647,997,,,37207,,
2015-01-02T16:00:00Z,2015-01-02T17:00:00+0100,,63764,62208,25.1,37626,0,0,38204,24301,0.6361,997,,,37207,,
2015-01-02T17:00:00Z,2015-01-02T18:00:00+0100,,63786,62007,25.06,37626,0,0,38204,25010,0.6546,997,,,37207,,
2015-01-02T18:00:00Z,2015-01-02T19:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",61814,59408,19.08,37626,0,0,38204,24783,0.6487,997,,,37207,,
2015-01-02T19:00:00Z,2015-01-02T20:00:00+0100,,58087,55695,14.26,37626,0,0,38204,24279,0.6355,997,,,37207,,
2015-01-02T20:00:00Z,2015-01-02T21:00:00+0100,,55864,53446,12.22,37626,0,0,38204,24367,0.6378,997,,,37207,,
2015-01-02T21:00:00Z,2015-01-02T22:00:00+0100,,54783,51544,10.4,37626,0,0,38204,24546,0.6425,997,,,37207,,
2015-01-02T22:00:00Z,2015-01-02T23:00:00+0100,,51472,46400,-0.33,37626,0,0,38204,24626,0.6446,997,,,37207,,
2015-01-02T23:00:00Z,2015-01-03T00:00:00+0100,,47963,41444,-0.08,37626,0,0,38204,24076,0.6302,997,,,37207,,
2015-01-03T00:00:00Z,2015-01-03T01:00:00+0100,,45677,39216,-0.07,37626,0,0,38204,23277,0.6093,997,,,37207,,
2015-01-03T01:00:00Z,2015-01-03T02:00:00+0100,,44246,37573,-5.03,37626,0,0,38204,22117,0.5789,997,,,37207,,
2015-01-03T02:00:00Z,2015-01-03T03:00:00+0100,,43742,36665,0.01,37626,0,0,38204,20918,0.5476,997,,,37207,,
2015-01-03T03:00:00Z,2015-01-03T04:00:00+0100,,44028,36918,-0.04,37626,0,0,38204,20291,0.5311,997,,,37207,,
2015-01-03T04:00:00Z,2015-01-03T05:00:00+0100,,44209,37443,0.03,37626,0,0,38204,20508,0.5368,997,,,37207,,
2015-01-03T05:00:00Z,2015-01-03T06:00:00+0100,,44531,38926,-8.67,37626,0,0,38204,21327,0.5582,997,,,37207,,
2015-01-03T06:00:00Z,2015-01-03T07:00:00+0100,,47105,41790,4.46,37626,0,0,38204,21946,0.5744,997,,,37207,,
2015-01-03T07:00:00Z,2015-01-03T08:00:00+0100,,50517,44871,9.9,37626,74,0.002,38204,22980,0.6015,997,,,37207,,
2015-01-03T08:00:00Z,2015-01-03T09:00:00+0100,,54005,48258,14.29,37626,608,0.0162,38204,23419,0.613,997,,,37207,,
2015-01-03T09:00:00Z,2015-01-03T10:00:00+0100,,56542,50221,16.73,37626,1279,0.034,38204,23096,0.6046,997,,,37207,,
2015-01-03T10:00:00Z,2015-01-03T11:00:00+0100,,58511,52668,22.31,37626,1700,0.0452,38204,23230,0.608,997,,,37207,,
2015-01-03T11:00:00Z,2015-01-03T12:00:00+0100,,58776,53328,23.03,37626,1618,0.043,38204,22829,0.5976,997,,,37207,,
2015-01-03T12:00:00Z,2015-01-03T13:00:00+0100,,57848,52906,22.4,37626,1155,0.0307,38204,21174,0.5542,997,,,37207,,
2015-01-03T13:00:00Z,2015-01-03T14:00:00+0100,,56983,51660,27.07,37626,586,0.0156,38204,19464,0.5095,997,,,37207,,
2015-01-03T14:00:00Z,2015-01-03T15:00:00+0100,,56997,51104,29.33,37626,194,0.0052,38204,17468,0.4572,997,,,37207,,
2015-01-03T15:00:00Z,2015-01-03T16:00:00+0100,,58807,53047,33.85,37626,22,0.0006,38204,16038,0.4198,997,,,37207,,
2015-01-03T16:00:00Z,2015-01-03T17:00:00+0100,,61744,56014,45.96,37626,0,0,38204,15378,0.4025,997,,,37207,,
2015-01-03T17:00:00Z,2015-01-03T18:00:00+0100,,61833,55926,49.82,37626,0,0,38204,14448,0.3782,997,,,37207,,
2015-01-03T18:00:00Z,2015-01-03T19:00:00+0100,,59726,53865,47.62,37626,0,0,38204,12946,0.3389,997,,,37207,,
2015-01-03T19:00:00Z,2015-01-03T20:00:00+0100,,56045,49932,35.98,37626,0,0,38204,13871,0.3631,997,,,37207,,
2015-01-03T20:00:00Z,2015-01-03T21:00:00+0100,,53711,48014,27.26,37626,0,0,38204,15216,0.3983,997,,,37207,,
2015-01-03T21:00:00Z,2015-01-03T22:00:00+0100,,52912,47602,27.7,37626,0,0,38204,15811,0.4139,997,,,37207,,
2015-01-03T22:00:00Z,2015-01-03T23:00:00+0100,,50042,45492,14.27,37626,0,0,38204,17337,0.4538,997,,,37207,,
2015-01-03T23:00:00Z,2015-01-04T00:00:00+0100,,46734,42859,9.32,37626,0,0,38204,17864,0.4676,997,,,37207,,
2015-01-04T00:00:00Z,2015-01-04T01:00:00+0100,SK_solar_generation_actual,44511,38999,0.02,37626,0,0,38204,18736,0.4904,997,,,37207,,
2015-01-04T01:00:00Z,2015-01-04T02:00:00+0100,,43264,37130,-0.04,37626,0,0,38204,18898,0.4946,997,,,37207,,
2015-01-04T02:00:00Z,2015-01-04T03:00:00+0100,,42579,36367,0.01,37626,0,0,38204,18966,0.4965,997,,,37207,,
2015-01-04T03:00:00Z,2015-01-04T04:00:00+0100,,42689,36486,0,37626,0,0,38204,19098,0.4999,997,,,37207,,
2015-01-04T04:00:00Z,2015-01-04T05:00:00+0100,,42312,35879,-0.01,37626,0,0,38204,18750,0.4908,997,,,37207,,
2015-01-04T05:00:00Z,2015-01-04T06:00:00+0100,,41469,35062,-3.18,37626,0,0,38204,18627,0.4876,997,,,37207,,
2015-01-04T06:00:00Z,2015-01-04T07:00:00+0100,,42939,37629,-0.05,37626,0,0,38204,17995,0.471,997,,,37207,,
2015-01-04T07:00:00Z,2015-01-04T08:00:00+0100,,45224,40608,0.05,37626,58,0.0016,38204,17961,0.4702,997,,,37207,,
2015-01-04T08:00:00Z,2015-01-04T09:00:00+0100,,48447,43522,9.62,37626,974,0.0259,38204,17248,0.4515,997,,,37207,,
2015-01-04T09:00:00Z,2015-01-04T10:00:00+0100,,51339,46571,11.54,37626,2771,0.0736,38204,16822,0.4403,997,,,37207,,
2015-01-04T10:00:00Z,2015-01-04T11:00:00+0100,,54557,50262,14.68,37626,4151,0.1103,38204,16905,0.4425,997,,,37207,,
2015-01-04T11:00:00Z,2015-01-04T12:00:00+0100,,54726,50389,14.31,37626,4579,0.1217,38204,16848,0.441,997,,,37207,,
2015-01-04T12:00:00Z,2015-01-04T13:00:00+0100,,53110,48319,11.18,37626,3993,0.1061,38204,16658,0.4361,997,,,37207,,
2015-01-04T13:00:00Z,2015-01-04T14:00:00+0100,,51542,47174,12.01,37626,2422,0.0644,38204,16118,0.4219,997,,,37207,,
2015-01-04T14:00:00Z,2015-01-04T15:00:00+0100,,51211,47092,14.36,37626,952,0.0253,38204,15084,0.3949,997,,,37207,,
2015-01-04T15:00:00Z,2015-01-04T16:00:00+0100,,53188,49110,17.55,37626,84,0.0022,38204,14160,0.3707,997,,,37207,,
2015-01-04T16:00:00Z,2015-01-04T17:00:00+0100,,58066,52676,28.94,37626,0,0,38204,13715,0.359,997,,,37207,,
2015-01-04T17:00:00Z,2015-01-04T18:00:00+0100,,59154,53326,29.59,37626,0,0,38204,13750,0.3599,997,,,37207,,
2015-01-04T18:00:00Z,2015-01-04T19:00:00+0100,,57827,51743,29.42,37626,0,0,38204,14250,0.373,997,,,37207,,
2015-01-04T19:00:00Z,2015-01-04T20:00:00+0100,,55345,49435,28.92,37626,0,0,38204,14132,0.3699,997,,,37207,,
2015-01-04T20:00:00Z,2015-01-04T21:00:00+0100,,53757,48114,28.66,37626,0,0,38204,13070,0.3421,997,,,37207,,
2015-01-04T21:00:00Z,2015-01-04T22:00:00+0100,"HU_load_entsoe_transparency | HU_wind_onshore_generation_actual",53557,48243,29.74,37626,0,0,38204,12458,0.3261,997,,,37207,,
2015-01-04T22:00:00Z,2015-01-04T23:00:00+0100,"HU_load_entsoe_transparency | HU_wind_onshore_generation_actual",50491,45460,24.9,37626,0,0,38204,12454,0.326,997,,,37207,,
2015-01-04T23:00:00Z,2015-01-05T00:00:00+0100,,47550,41878,22.34,37628,0,0,38217,12321,0.3224,1001,,,37216,,
2015-01-05T00:00:00Z,2015-01-05T01:00:00+0100,,45537,39951,17.93,37628,0,0,38217,12279,0.3213,1001,,,37216,,
2015-01-05T01:00:00Z,2015-01-05T02:00:00+0100,,44730,38841,15.17,37628,0,0,38217,12660,0.3312,1001,,,37216,,
2015-01-05T02:00:00Z,2015-01-05T03:00:00+0100,,44863,38772,16.38,37628,0,0,38217,12764,0.3339,1001,,,37216,,
2015-01-05T03:00:00Z,2015-01-05T04:00:00+0100,,46162,39928,17.38,37628,0,0,38217,13546,0.3545,1001,,,37216,,
2015-01-05T04:00:00Z,2015-01-05T05:00:00+0100,,49323,43623,16.38,37628,0,0,38217,14853,0.3886,1001,,,37216,,
2015-01-05T05:00:00Z,2015-01-05T06:00:00+0100,,54980,49624,26.61,37628,0,0,38217,15410,0.4032,1001,,,37216,,
2015-01-05T06:00:00Z,2015-01-05T07:00:00+0100,,61123,55406,37.63,37628,0,0,38217,15314,0.4007,1001,,,37216,,
2015-01-05T07:00:00Z,2015-01-05T08:00:00+0100,,64614,59000,39.09,37628,93,0.0025,38217,15190,0.3974,1001,,,37216,,
2015-01-05T08:00:00Z,2015-01-05T09:00:00+0100,,65759,60326,41.51,37628,1058,0.0281,38217,14611,0.3823,1001,,,37216,,
2015-01-05T09:00:00Z,2015-01-05T10:00:00+0100,,67021,61101,40.46,37628,2986,0.0794,38217,13642,0.357,1001,,,37216,,
2015-01-05T10:00:00Z,2015-01-05T11:00:00+0100,,68088,62023,40.97,37628,4770,0.1268,38217,12310,0.3221,1001,,,37216,,
2015-01-05T11:00:00Z,2015-01-05T12:00:00+0100,,68111,62199,40.72,37628,5870,0.156,38217,11118,0.2909,1001,,,37216,,
2015-01-05T12:00:00Z,2015-01-05T13:00:00+0100,,67197,61552,41.92,37628,5667,0.1506,38217,9794,0.2563,1001,,,37216,,
2015-01-05T13:00:00Z,2015-01-05T14:00:00+0100,,66231,60713,42,37628,4095,0.1088,38217,7868,0.2058,1001,,,37216,,
2015-01-05T14:00:00Z,2015-01-05T15:00:00+0100,,65749,60059,43.1,37628,1788,0.0475,38217,6205,0.1624,1001,,,37216,,
2015-01-05T15:00:00Z,2015-01-05T16:00:00+0100,,66985,60715,46.7,37628,197,0.0052,38217,5077,0.1328,1001,,,37216,,
2015-01-05T16:00:00Z,2015-01-05T17:00:00+0100,,70634,64298,56.78,37628,0,0,38217,4508,0.118,1001,,,37216,,
2015-01-05T17:00:00Z,2015-01-05T18:00:00+0100,,70630,64003,58.84,37628,0,0,38217,4236,0.1109,1001,,,37216,,
2015-01-05T18:00:00Z,2015-01-05T19:00:00+0100,,68798,62400,49.23,37628,0,0,38217,3924,0.1026,1001,,,37216,,
2015-01-05T19:00:00Z,2015-01-05T20:00:00+0100,,64504,58231,44.32,37628,0,0,38217,3186,0.0834,1001,,,37216,,
2015-01-05T20:00:00Z,2015-01-05T21:00:00+0100,,61579,55508,40,37628,0,0,38217,2638,0.069,1001,,,37216,,
2015-01-05T21:00:00Z,2015-01-05T22:00:00+0100,,59714,54178,35.08,37628,0,0,38217,2108,0.0552,1001,,,37216,,
2015-01-05T22:00:00Z,2015-01-05T23:00:00+0100,,55366,50028,30.03,37628,0,0,38217,1810,0.0474,1001,,,37216,,
2015-01-05T23:00:00Z,2015-01-06T00:00:00+0100,,52163,46822,30.02,37628,0,0,38229,1492,0.039,1006,,,37223,,
2015-01-06T00:00:00Z,2015-01-06T01:00:00+0100,,49849,44575,30.57,37628,0,0,38229,1172,0.0306,1006,,,37223,,
2015-01-06T01:00:00Z,2015-01-06T02:00:00+0100,,48859,43518,30.25,37628,0,0,38229,907,0.0237,1006,,,37223,,
2015-01-06T02:00:00Z,2015-01-06T03:00:00+0100,,48910,43582,30.29,37628,0,0,38229,839,0.0219,1006,,,37223,,
2015-01-06T03:00:00Z,2015-01-06T04:00:00+0100,,49678,44122,30.63,37628,0,0,38229,916,0.024,1006,,,37223,,
2015-01-06T04:00:00Z,2015-01-06T05:00:00+0100,,51444,45607,29.64,37628,0,0,38229,1102,0.0288,1006,,,37223,,
2015-01-06T05:00:00Z,2015-01-06T06:00:00+0100,,55594,49800,29.67,37628,0,0,38229,1433,0.0375,1006,,,37223,,
2015-01-06T06:00:00Z,2015-01-06T07:00:00+0100,,60580,54889,38.82,37628,0,0,38229,1793,0.0469,1006,,,37223,,
2015-01-06T07:00:00Z,2015-01-06T08:00:00+0100,,63012,57149,40.76,37628,183,0.0049,38229,2181,0.057,1006,,,37223,,
2015-01-06T08:00:00Z,2015-01-06T09:00:00+0100,,64274,58348,40.02,37628,2056,0.0546,38229,2622,0.0686,1006,,,37223,,
2015-01-06T09:00:00Z,2015-01-06T10:00:00+0100,,65788,59850,33.99,37628,4694,0.1248,38229,3064,0.0802,1006,,,37223,,
2015-01-06T10:00:00Z,2015-01-06T11:00:00+0100,,67050,60874,31.22,37628,6658,0.1769,38229,3438,0.0899,1006,,,37223,,
2015-01-06T11:00:00Z,2015-01-06T12:00:00+0100,,66903,60612,30.06,37628,7272,0.1933,38229,3410,0.0892,1006,,,37223,,
2015-01-06T12:00:00Z,2015-01-06T13:00:00+0100,"FI_load_entsoe_transparency | FI_wind_onshore_generation_actual",65559,59724,29.99,37628,6350,0.1688,38229,3773,0.0987,1006,,,37223,,
2015-01-06T13:00:00Z,2015-01-06T14:00:00+0100,,64118,58414,30.73,37628,3958,0.1052,38229,4348,0.1138,1006,,,37223,,
2015-01-06T14:00:00Z,2015-01-06T15:00:00+0100,,63816,58117,37.38,37628,1554,0.0413,38229,5190,0.1358,1006,,,37223,,
2015-01-06T15:00:00Z,2015-01-06T16:00:00+0100,,65565,59393,40.32,37628,163,0.0043,38229,6674,0.1746,1006,,,37223,,
2015-01-06T16:00:00Z,2015-01-06T17:00:00+0100,,69857,63384,45.96,37628,0,0,38229,8121,0.2124,1006,,,37223,,
2015-01-06T17:00:00Z,2015-01-06T18:00:00+0100,,69870,63643,45.71,37628,0,0,38229,9376,0.2452,1006,,,37223,,
2015-01-06T18:00:00Z,2015-01-06T19:00:00+0100,,68348,62652,39.57,37628,0,0,38229,9575,0.2504,1006,,,37223,,
2015-01-06T19:00:00Z,2015-01-06T20:00:00+0100,,64587,59076,32.92,37628,0,0,38229,9715,0.2541,1006,,,37223,,
2015-01-06T20:00:00Z,2015-01-06T21:00:00+0100,,61685,56322,29.15,37628,0,0,38229,9264,0.2423,1006,,,37223,,
2015-01-06T21:00:00Z,2015-01-06T22:00:00+0100,,59626,54394,28.46,37628,0,0,38229,9666,0.2528,1006,,,37223,,
2015-01-06T22:00:00Z,2015-01-06T23:00:00+0100,,55695,50180,26.97,37628,0,0,38229,9525,0.2492,1006,,,37223,,
2015-01-06T23:00:00Z,2015-01-07T00:00:00+0100,,52224,46416,24.97,37632,0,0,38239,9127,0.2387,1006,,,37233,,
2015-01-07T00:00:00Z,2015-01-07T01:00:00+0100,,49874,44132,24.65,37632,0,0,38239,8514,0.2226,1006,,,37233,,
2015-01-07T01:00:00Z,2015-01-07T02:00:00+0100,,49271,43290,24.68,37632,0,0,38239,8188,0.2141,1006,,,37233,,
2015-01-07T02:00:00Z,2015-01-07T03:00:00+0100,,49591,43507,25.06,37632,0,0,38239,8711,0.2278,1006,,,37233,,
2015-01-07T03:00:00Z,2015-01-07T04:00:00+0100,,50670,44237,26.1,37632,0,0,38239,8754,0.2289,1006,,,37233,,
2015-01-07T04:00:00Z,2015-01-07T05:00:00+0100,,54095,47373,26.95,37632,0,0,38239,8452,0.221,1006,,,37233,,
2015-01-07T05:00:00Z,2015-01-07T06:00:00+0100,,62092,55610,31.43,37632,0,0,38239,8458,0.2212,1006,,,37233,,
2015-01-07T06:00:00Z,2015-01-07T07:00:00+0100,,68995,62328,45.98,37632,0,0,38239,8066,0.2109,1006,,,37233,,
2015-01-07T07:00:00Z,2015-01-07T08:00:00+0100,,71911,64978,47.91,37632,50,0.0014,38239,7725,0.202,1006,,,37233,,
2015-01-07T08:00:00Z,2015-01-07T09:00:00+0100,,72103,65572,48.91,37632,609,0.0162,38239,7299,0.1909,1006,,,37233,,
2015-01-07T09:00:00Z,2015-01-07T10:00:00+0100,,73006,66810,50,37632,1812,0.0482,38239,7114,0.186,1006,,,37233,,
2015-01-07T10:00:00Z,2015-01-07T11:00:00+0100,,73909,67493,51.22,37632,3060,0.0813,38239,7229,0.189,1006,,,37233,,
2015-01-07T11:00:00Z,2015-01-07T12:00:00+0100,,73545,67195,50.15,37632,3777,0.1004,38239,7460,0.195,1006,,,37233,,
2015-01-07T12:00:00Z,2015-01-07T13:00:00+0100,,72856,66554,51.46,37632,3715,0.0987,38239,7776,0.2034,1006,,,37233,,
2015-01-07T13:00:00Z,2015-01-07T14:00:00+0100,,71711,65302,50.88,37632,2800,0.0744,38239,7330,0.1917,1006,,,37233,,
2015-01-07T14:00:00Z,2015-01-07T15:00:00+0100,,71036,64682,48,37632,1156,0.0308,38239,7096,0.1856,1006,,,37233,,
2015-01-07T15:00:00Z,2015-01-07T16:00:00+0100,,71876,65305,47.14,37632,134,0.0036,38239,7546,0.1974,1006,,,37233,,
2015-01-07T16:00:00Z,2015-01-07T17:00:00+0100,,75520,68539,51.07,37632,0,0,38239,8698,0.2275,1006,,,37233,,
2015-01-07T17:00:00Z,2015-01-07T18:00:00+0100,,75044,68348,47.42,37632,0,0,38239,10209,0.267,1006,,,37233,,
2015-01-07T18:00:00Z,2015-01-07T19:00:00+0100,,73016,66643,44.83,37632,0,0,38239,11382,0.2976,1006,,,37233,,
2015-01-07T19:00:00Z,2015-01-07T20:00:00+0100,,68789,63117,33.86,37632,0,0,38239,12803,0.3348,1006,,,37233,,
2015-01-07T20:00:00Z,2015-01-07T21:00:00+0100,,65384,60308,27.42,37632,0,0,38239,14010,0.3664,1006,,,37233,,
2015-01-07T21:00:00Z,2015-01-07T22:00:00+0100,,62922,58367,27.02,37632,0,0,38239,14561,0.3808,1006,,,37233,,
2015-01-07T22:00:00Z,2015-01-07T23:00:00+0100,,58078,54069,22.11,37632,0,0,38239,14790,0.3868,1006,,,37233,,
2015-01-07T23:00:00Z,2015-01-08T00:00:00+0100,,54578,50526,21.92,37634,0,0,38253,15037,0.3931,1006,,,37247,,
2015-01-08T00:00:00Z,2015-01-08T01:00:00+0100,,52200,48193,19.35,37634,0,0,38253,15807,0.4132,1006,,,37247,,
2015-01-08T01:00:00Z,2015-01-08T02:00:00+0100,,51317,47376,16.11,37634,0,0,38253,16449,0.43,1006,,,37247,,
2015-01-08T02:00:00Z,2015-01-08T03:00:00+0100,,51611,47375,14.93,37634,0,0,38253,16695,0.4364,1006,,,37247,,
2015-01-08T03:00:00Z,2015-01-08T04:00:00+0100,,52728,48351,15,37634,0,0,38253,16787,0.4388,1006,,,37247,,
2015-01-08T04:00:00Z,2015-01-08T05:00:00+0100,,55574,50888,19.04,37634,0,0,38253,16751,0.4379,1006,,,37247,,
2015-01-08T05:00:00Z,2015-01-08T06:00:00+0100,,63370,58294,26.17,37634,0,0,38253,17496,0.4574,1006,,,37247,,
2015-01-08T06:00:00Z,2015-01-08T07:00:00+0100,,70419,65504,38.34,37634,0,0,38253,18076,0.4726,1006,,,37247,,
2015-01-08T07:00:00Z,2015-01-08T08:00:00+0100,,73043,68496,37.7,37634,56,0.0015,38253,18039,0.4716,1006,,,37247,,
2015-01-08T08:00:00Z,2015-01-08T09:00:00+0100,,73225,68716,32.99,37634,446,0.0119,38253,18177,0.4752,1006,,,37247,,
2015-01-08T09:00:00Z,2015-01-08T10:00:00+0100,,73947,69317,31.95,37634,1082,0.0288,38253,18094,0.473,1006,,,37247,,
2015-01-08T10:00:00Z,2015-01-08T11:00:00+0100,,74869,70214,33.59,37634,1738,0.0462,38253,17924,0.4686,1006,,,37247,,
2015-01-08T11:00:00Z,2015-01-08T12:00:00+0100,,74320,69133,34.37,37634,2062,0.0548,38253,17248,0.4509,1006,,,37247,,
2015-01-08T12:00:00Z,2015-01-08T13:00:00+0100,,73845,67936,35.08,37634,1702,0.0452,38253,16602,0.434,1006,,,37247,,
2015-01-08T13:00:00Z,2015-01-08T14:00:00+0100,,72975,66639,34.45,37634,1039,0.0276,38253,16519,0.4318,1006,,,37247,,
2015-01-08T14:00:00Z,2015-01-08T15:00:00+0100,,72552,66640,38.12,37634,414,0.011,38253,15882,0.4152,1006,,,37247,,
2015-01-08T15:00:00Z,2015-01-08T16:00:00+0100,,73339,66966,32.47,37634,58,0.0016,38253,16707,0.4368,1006,,,37247,,
2015-01-08T16:00:00Z,2015-01-08T17:00:00+0100,,75322,69119,36.49,37634,0,0,38253,16975,0.4438,1006,,,37247,,
2015-01-08T17:00:00Z,2015-01-08T18:00:00+0100,,74590,68204,31.82,37634,0,0,38253,18202,0.4758,1006,,,37247,,
2015-01-08T18:00:00Z,2015-01-08T19:00:00+0100,,72453,66654,32.93,37634,0,0,38253,19836,0.5186,1006,,,37247,,
2015-01-08T19:00:00Z,2015-01-08T20:00:00+0100,,68339,62678,29.44,37634,0,0,38253,21336,0.5578,1006,,,37247,,
2015-01-08T20:00:00Z,2015-01-08T21:00:00+0100,,64816,59300,28.62,37634,0,0,38253,22571,0.59,1006,,,37247,,
