utc_timestamp,cet_cest_timestamp,ES_solar_generation_actual
2015-03-28T15:00:00Z,2015-03-28T16:00:00+0100,4799
2015-03-28T16:00:00Z,2015-03-28T17:00:00+0100,4064
2015-03-28T17:00:00Z,2015-03-28T18:00:00+0100,2659
2015-03-28T18:00:00Z,2015-03-28T19:00:00+0100,1191
2015-03-28T19:00:00Z,2015-03-28T20:00:00+0100,807
2015-03-28T20:00:00Z,2015-03-28T21:00:00+0100,663
2015-03-28T21:00:00Z,2015-03-28T22:00:00+0100,652
2015-03-28T22:00:00Z,2015-03-28T23:00:00+0100,649
2015-03-28T23:00:00Z,2015-03-29T00:00:00+0100,632
2015-03-29T00:00:00Z,2015-03-29T01:00:00+0100,610
2015-03-29T01:00:00Z,2015-03-29T03:00:00+0200,566
2015-03-29T02:00:00Z,2015-03-29T04:00:00+0200,415
2015-03-29T03:00:00Z,2015-03-29T05:00:00+0200,188
2015-03-29T04:00:00Z,2015-03-29T06:00:00+0200,107
2015-03-29T05:00:00Z,2015-03-29T07:00:00+0200,87
2015-03-29T06:00:00Z,2015-03-29T08:00:00+0200,236
2015-03-29T07:00:00Z,2015-03-29T09:00:00+0200,1231
2015-03-29T08:00:00Z,2015-03-29T10:00:00+0200,2355
2015-03-29T09:00:00Z,2015-03-29T11:00:00+0200,4335
2015-03-29T10:00:00Z,2015-03-29T12:00:00+0200,5004
2015-03-29T11:00:00Z,2015-03-29T13:00:00+0200,4888
2015-03-29T12:00:00Z,2015-03-29T14:00:00+0200,4820
2015-03-29T13:00:00Z,2015-03-29T15:00:00+0200,4389
2015-03-29T14:00:00Z,2015-03-29T16:00:00+0200,3621
2015-03-29T15:00:00Z,2015-03-29T17:00:00+0200,3170
2015-03-29T16:00:00Z,2015-03-29T18:00:00+0200,2270
2015-03-29T17:00:00Z,2015-03-29T19:00:00+0200,1296
2015-03-29T18:00:00Z,2015-03-29T20:00:00+0200,832
2015-03-29T19:00:00Z,2015-03-29T21:00:00+0200,679
2015-03-29T20:00:00Z,2015-03-29T22:00:00+0200,682
2015-03-29T21:00:00Z,2015-03-29T23:00:00+0200,658
2015-03-29T22:00:00Z,2015-03-30T00:00:00+0200,539
2015-03-29T23:00:00Z,2015-03-30T01:00:00+0200,477
2015-03-30T00:00:00Z,2015-03-30T02:00:00+0200,238
2015-03-30T01:00:00Z,2015-03-30T03:00:00+0200,207
2015-03-30T02:00:00Z,2015-03-30T04:00:00+0200,198
2015-03-30T03:00:00Z,2015-03-30T05:00:00+0200,163
2015-03-30T04:00:00Z,2015-03-30T06:00:00+0200,170
2015-03-30T05:00:00Z,2015-03-30T07:00:00+0200,231
2015-03-30T06:00:00Z,2015-03-30T08:00:00+0200,254
2015-03-30T07:00:00Z,2015-03-30T09:00:00+0200,1180
2015-03-30T08:00:00Z,2015-03-30T10:00:00+0200,2930
2015-03-30T09:00:00Z,2015-03-30T11:00:00+0200,4328
2015-03-30T10:00:00Z,2015-03-30T12:00:00+0200,4935
2015-03-30T11:00:00Z,2015-03-30T13:00:00+0200,5195
2015-03-30T12:00:00Z,2015-03-30T14:00:00+0200,5261
2015-03-30T13:00:00Z,2015-03-30T15:00:00+0200,5201
2015-03-30T14:00:00Z,2015-03-30T16:00:00+0200,5000
2015-03-30T15:00:00Z,2015-03-30T17:00:00+0200,4565
2015-03-30T16:00:00Z,2015-03-30T18:00:00+0200,3966
2015-03-30T17:00:00Z,2015-03-30T19:00:00+0200,2762
2015-03-30T18:00:00Z,2015-03-30T20:00:00+0200,1182
2015-03-30T19:00:00Z,2015-03-30T21:00:00+0200,700
2015-03-30T20:00:00Z,2015-03-30T22:00:00+0200,700
2015-03-30T21:00:00Z,2015-03-30T23:00:00+0200,694
2015-03-30T22:00:00Z,2015-03-31T00:00:00+0200,640
2015-03-30T23:00:00Z,2015-03-31T01:00:00+0200,627
2015-03-31T00:00:00Z,2015-03-31T02:00:00+0200,599
2015-03-31T01:00:00Z,2015-03-31T03:00:00+0200,595
2015-03-31T02:00:00Z,2015-03-31T04:00:00+0200,544
2015-03-31T03:00:00Z,2015-03-31T05:00:00+0200,336
2015-03-31T04:00:00Z,2015-03-31T06:00:00+0200,136
2015-03-31T05:00:00Z,2015-03-31T07:00:00+0200,107
2015-03-31T06:00:00Z,2015-03-31T08:00:00+0200,363
2015-03-31T07:00:00Z,2015-03-31T09:00:00+0200,1667
2015-03-31T08:00:00Z,2015-03-31T10:00:00+0200,3789
2015-03-31T09:00:00Z,2015-03-31T11:00:00+0200,4980
2015-03-31T10:00:00Z,2015-03-31T12:00:00+0200,5425
2015-03-31T11:00:00Z,2015-03-31T13:00:00+0200,5535
2015-03-31T12:00:00Z,2015-03-31T14:00:00+0200,5536
2015-03-31T13:00:00Z,2015-03-31T15:00:00+0200,5453
2015-03-31T14:00:00Z,2015-03-31T16:00:00+0200,5244
2015-03-31T15:00:00Z,2015-03-31T17:00:00+0200,4786
2015-03-31T16:00:00Z,2015-03-31T18:00:00+0200,4102
2015-03-31T17:00:00Z,2015-03-31T19:00:00+0200,2810
2015-03-31T18:00:00Z,2015-03-31T20:00:00+0200,1372
2015-03-31T19:00:00Z,2015-03-31T21:00:00+0200,772
2015-03-31T20:00:00Z,2015-03-31T22:00:00+0200,724
2015-03-31T21:00:00Z,2015-03-31T23:00:00+0200,693
2015-03-31T22:00:00Z,2015-04-01T00:00:00+0200,692
2015-03-31T23:00:00Z,2015-04-01T01:00:00+0200,684
2015-04-01T00:00:00Z,2015-04-01T02:00:00+0200,648
2015-04-01T01:00:00Z,2015-04-01T03:00:00+0200,640
2015-04-01T02:00:00Z,2015-04-01T04:00:00+0200,563
2015-04-01T03:00:00Z,2015-04-01T05:00:00+0200,372
2015-04-01T04:00:00Z,2015-04-01T06:00:00+0200,179
2015-04-01T05:00:00Z,2015-04-01T07:00:00+0200,129
2015-04-01T06:00:00Z,2015-04-01T08:00:00+0200,357
2015-04-01T07:00:00Z,2015-04-01T09:00:00+0200,1634
2015-04-01T08:00:00Z,2015-04-01T10:00:00+0200,3830
2015-04-01T09:00:00Z,2015-04-01T11:00:00+0200,4937
2015-04-01T10:00:00Z,2015-04-01T12:00:00+0200,5302
2015-04-01T11:00:00Z,2015-04-01T13:00:00+0200,5590
2015-04-01T12:00:00Z,2015-04-01T14:00:00+0200,5668
2015-04-01T13:00:00Z,2015-04-01T15:00:00+0200,5593
2015-04-01T14:00:00Z,2015-04-01T16:00:00+0200,5316
2015-04-01T15:00:00Z,2015-04-01T17:00:00+0200,4907
2015-04-01T16:00:00Z,2015-04-01T18:00:00+0200,4200
2015-04-01T17:00:00Z,2015-04-01T19:00:00+0200,2911
2015-04-01T18:00:00Z,2015-04-01T20:00:00+0200,1392
2015-04-01T19:00:00Z,2015-04-01T21:00:00+0200,748
2015-04-01T20:00:00Z,2015-04-01T22:00:00+0200,696
2015-04-01T21:00:00Z,2015-04-01T23:00:00+0200,672
2015-04-01T22:00:00Z,2015-04-02T00:00:00+0200,666
2015-04-01T23:00:00Z,2015-04-02T01:00:00+0200,665
2015-04-02T00:00:00Z,2015-04-02T02:00:00+0200,661
2015-04-02T01:00:00Z,2015-04-02T03:00:00+0200,654
2015-04-02T02:00:00Z,2015-04-02T04:00:00+0200,633
2015-04-02T03:00:00Z,2015-04-02T05:00:00+0200,504
2015-04-02T04:00:00Z,2015-04-02T06:00:00+0200,228
2015-04-02T05:00:00Z,2015-04-02T07:00:00+0200,147
2015-04-02T06:00:00Z,2015-04-02T08:00:00+0200,436
2015-04-02T07:00:00Z,2015-04-02T09:00:00+0200,1673
2015-04-02T08:00:00Z,2015-04-02T10:00:00+0200,3635
2015-04-02T09:00:00Z,2015-04-02T11:00:00+0200,4894
2015-04-02T10:00:00Z,2015-04-02T12:00:00+0200,5323
2015-04-02T11:00:00Z,2015-04-02T13:00:00+0200,5555
2015-04-02T12:00:00Z,2015-04-02T14:00:00+0200,5620
2015-04-02T13:00:00Z,2015-04-02T15:00:00+0200,5517
2015-04-02T14:00:00Z,2015-04-02T16:00:00+0200,5236
2015-04-02T15:00:00Z,2015-04-02T17:00:00+0200,4798
2015-04-02T16:00:00Z,2015-04-02T18:00:00+0200,3891
2015-04-02T17:00:00Z,2015-04-02T19:00:00+0200,2315
2015-04-02T18:00:00Z,2015-04-02T20:00:00+0200,1141
2015-04-02T19:00:00Z,2015-04-02T21:00:00+0200,718
2015-04-02T20:00:00Z,2015-04-02T22:00:00+0200,704
2015-04-02T21:00:00Z,2015-04-02T23:00:00+0200,683
2015-04-02T22:00:00Z,2015-04-03T00:00:00+0200,676
2015-04-02T23:00:00Z,2015-04-03T01:00:00+0200,673
2015-04-03T00:00:00Z,2015-04-03T02:00:00+0200,462
2015-04-03T01:00:00Z,2015-04-03T03:00:00+0200,325
2015-04-03T02:00:00Z,2015-04-03T04:00:00+0200,247
2015-04-03T03:00:00Z,2015-04-03T05:00:00+0200,125
2015-04-03T04:00:00Z,2015-04-03T06:00:00+0200,70
2015-04-03T05:00:00Z,2015-04-03T07:00:00+0200,71
2015-04-03T06:00:00Z,2015-04-03T08:00:00+0200,347
2015-04-03T07:00:00Z,2015-04-03T09:00:00+0200,1312
2015-04-03T08:00:00Z,2015-04-03T10:00:00+0200,2566
2015-04-03T09:00:00Z,2015-04-03T11:00:00+0200,3719
2015-04-03T10:00:00Z,2015-04-03T12:00:00+0200,4437
2015-04-03T11:00:00Z,2015-04-03T13:00:00+0200,4703
2015-04-03T12:00:00Z,2015-04-03T14:00:00+0200,4730
2015-04-03T13:00:00Z,2015-04-03T15:00:00+0200,4567
2015-04-03T14:00:00Z,2015-04-03T16:00:00+0200,4202
2015-04-03T15:00:00Z,2015-04-03T17:00:00+0200,3365
2015-04-03T16:00:00Z,2015-04-03T18:00:00+0200,2474
2015-04-03T17:00:00Z,2015-04-03T19:00:00+0200,1408
2015-04-03T18:00:00Z,2015-04-03T20:00:00+0200,637
2015-04-03T19:00:00Z,2015-04-03T21:00:00+0200,343
2015-04-03T20:00:00Z,2015-04-03T22:00:00+0200,286
2015-04-03T21:00:00Z,2015-04-03T23:00:00+0200,230
2015-04-03T22:00:00Z,2015-04-04T00:00:00+0200,187
2015-04-03T23:00:00Z,2015-04-04T01:00:00+0200,102
2015-04-04T00:00:00Z,2015-04-04T02:00:00+0200,60
2015-04-04T01:00:00Z,2015-04-04T03:00:00+0200,68
2015-04-04T02:00:00Z,2015-04-04T04:00:00+0200,68
2015-04-04T03:00:00Z,2015-04-04T05:00:00+0200,67
2015-04-04T04:00:00Z,2015-04-04T06:00:00+0200,68
2015-04-04T05:00:00Z,2015-04-04T07:00:00+0200,81
2015-04-04T06:00:00Z,2015-04-04T08:00:00+0200,294
2015-04-04T07:00:00Z,2015-04-04T09:00:00+0200,1125
2015-04-04T08:00:00Z,2015-04-04T10:00:00+0200,2302
2015-04-04T09:00:00Z,2015-04-04T11:00:00+0200,3701
2015-04-04T10:00:00Z,2015-04-04T12:00:00+0200,4518
2015-04-04T11:00:00Z,2015-04-04T13:00:00+0200,4831
2015-04-04T12:00:00Z,2015-04-04T14:00:00+0200,4731
2015-04-04T13:00:00Z,2015-04-04T15:00:00+0200,4511
2015-04-04T14:00:00Z,2015-04-04T16:00:00+0200,4283
2015-04-04T15:00:00Z,2015-04-04T17:00:00+0200,3650
2015-04-04T16:00:00Z,2015-04-04T18:00:00+0200,2752
2015-04-04T17:00:00Z,2015-04-04T19:00:00+0200,1893
2015-04-04T18:00:00Z,2015-04-04T20:00:00+0200,950
2015-04-04T19:00:00Z,2015-04-04T21:00:00+0200,628
2015-04-04T20:00:00Z,2015-04-04T22:00:00+0200,556
2015-04-04T21:00:00Z,2015-04-04T23:00:00+0200,450
2015-04-04T22:00:00Z,2015-04-05T00:00:00+0200,288
2015-04-04T23:00:00Z,2015-04-05T01:00:00+0200,188
2015-04-05T00:00:00Z,2015-04-05T02:00:00+0200,119
2015-04-05T01:00:00Z,2015-04-05T03:00:00+0200,72
2015-04-05T02:00:00Z,2015-04-05T04:00:00+0200,52
2015-04-05T03:00:00Z,2015-04-05T05:00:00+0200,52
2015-04-05T04:00:00Z,2015-04-05T06:00:00+0200,52
2015-04-05T05:00:00Z,2015-04-05T07:00:00+0200,71
2015-04-05T06:00:00Z,2015-04-05T08:00:00+0200,370
2015-04-05T07:00:00Z,2015-04-05T09:00:00+0200,1476
2015-04-05T08:00:00Z,2015-04-05T10:00:00+0200,3354
2015-04-05T09:00:00Z,2015-04-05T11:00:00+0200,4602
2015-04-05T10:00:00Z,2015-04-05T12:00:00+0200,5124
2015-04-05T11:00:00Z,2015-04-05T13:00:00+0200,5274
2015-04-05T12:00:00Z,2015-04-05T14:00:00+0200,5170
2015-04-05T13:00:00Z,2015-04-05T15:00:00+0200,4907
2015-04-05T14:00:00Z,2015-04-05T16:00:00+0200,4441
2015-04-05T15:00:00Z,2015-04-05T17:00:00+0200,3861
2015-04-05T16:00:00Z,2015-04-05T18:00:00+0200,2943
2015-04-05T17:00:00Z,2015-04-05T19:00:00+0200,1502
2015-04-05T18:00:00Z,2015-04-05T20:00:00+0200,467
2015-04-05T19:00:00Z,2015-04-05T21:00:00+0200,271
2015-04-05T20:00:00Z,2015-04-05T22:00:00+0200,251
2015-04-05T21:00:00Z,2015-04-05T23:00:00+0200,219
2015-04-05T22:00:00Z,2015-04-06T00:00:00+0200,162
2015-04-05T23:00:00Z,2015-04-06T01:00:00+0200,134
2015-04-06T00:00:00Z,2015-04-06T02:00:00+0200,134
2015-04-06T01:00:00Z,2015-04-06T03:00:00+0200,134
2015-04-06T02:00:00Z,2015-04-06T04:00:00+0200,131
2015-04-06T03:00:00Z,2015-04-06T05:00:00+0200,85
2015-04-06T04:00:00Z,2015-04-06T06:00:00+0200,39
2015-04-06T05:00:00Z,2015-04-06T07:00:00+0200,57
2015-04-06T06:00:00Z,2015-04-06T08:00:00+0200,197
2015-04-06T07:00:00Z,2015-04-06T09:00:00+0200,737
2015-04-06T08:00:00Z,2015-04-06T10:00:00+0200,1495
2015-04-06T09:00:00Z,2015-04-06T11:00:00+0200,2129
2015-04-06T10:00:00Z,2015-04-06T12:00:00+0200,2549
2015-04-06T11:00:00Z,2015-04-06T13:00:00+0200,2783
2015-04-06T12:00:00Z,2015-04-06T14:00:00+0200,2790
2015-04-06T13:00:00Z,2015-04-06T15:00:00+0200,2921
2015-04-06T14:00:00Z,2015-04-06T16:00:00+0200,2866
2015-04-06T15:00:00Z,2015-04-06T17:00:00+0200,2790
2015-04-06T16:00:00Z,2015-04-06T18:00:00+0200,2069
2015-04-06T17:00:00Z,2015-04-06T19:00:00+0200,1117
2015-04-06T18:00:00Z,2015-04-06T20:00:00+0200,453
2015-04-06T19:00:00Z,2015-04-06T21:00:00+0200,277
2015-04-06T20:00:00Z,2015-04-06T22:00:00+0200,238
2015-04-06T21:00:00Z,2015-04-06T23:00:00+0200,193
2015-04-06T22:00:00Z,2015-04-07T00:00:00+0200,125
2015-04-06T23:00:00Z,2015-04-07T01:00:00+0200,106
2015-04-07T00:00:00Z,2015-04-07T02:00:00+0200,106
2015-04-07T01:00:00Z,2015-04-07T03:00:00+0200,95
2015-04-07T02:00:00Z,2015-04-07T04:00:00+0200,91
2015-04-07T03:00:00Z,2015-04-07T05:00:00+0200,91
2015-04-07T04:00:00Z,2015-04-07T06:00:00+0200,91
2015-04-07T05:00:00Z,2015-04-07T07:00:00+0200,98
2015-04-07T06:00:00Z,2015-04-07T08:00:00+0200,326
2015-04-07T07:00:00Z,2015-04-07T09:00:00+0200,1274
2015-04-07T08:00:00Z,2015-04-07T10:00:00+0200,2702
2015-04-07T09:00:00Z,2015-04-07T11:00:00+0200,3673
2015-04-07T10:00:00Z,2015-04-07T12:00:00+0200,4018
2015-04-07T11:00:00Z,2015-04-07T13:00:00+0200,4025
2015-04-07T12:00:00Z,2015-04-07T14:00:00+0200,3843
2015-04-07T13:00:00Z,2015-04-07T15:00:00+0200,3659
2015-04-07T14:00:00Z,2015-04-07T16:00:00+0200,3064
2015-04-07T15:00:00Z,2015-04-07T17:00:00+0200,2563
2015-04-07T16:00:00Z,2015-04-07T18:00:00+0200,2025
2015-04-07T17:00:00Z,2015-04-07T19:00:00+0200,1172
2015-04-07T18:00:00Z,2015-04-07T20:00:00+0200,367
2015-04-07T19:00:00Z,2015-04-07T21:00:00+0200,161
2015-04-07T20:00:00Z,2015-04-07T22:00:00+0200,147
2015-04-07T21:00:00Z,2015-04-07T23:00:00+0200,140
2015-04-07T22:00:00Z,2015-04-08T00:00:00+0200,69
2015-04-07T23:00:00Z,2015-04-08T01:00:00+0200,19
2015-04-08T00:00:00Z,2015-04-08T02:00:00+0200,19
2015-04-08T01:00:00Z,2015-04-08T03:00:00+0200,19
2015-04-08T02:00:00Z,2015-04-08T04:00:00+0200,19
2015-04-08T03:00:00Z,2015-04-08T05:00:00+0200,19
2015-04-08T04:00:00Z,2015-04-08T06:00:00+0200,20
2015-04-08T05:00:00Z,2015-04-08T07:00:00+0200,34
2015-04-08T06:00:00Z,2015-04-08T08:00:00+0200,360
2015-04-08T07:00:00Z,2015-04-08T09:00:00+0200,1166
2015-04-08T08:00:00Z,2015-04-08T10:00:00+0200,1861
2015-04-08T09:00:00Z,2015-04-08T11:00:00+0200,2357
2015-04-08T10:00:00Z,2015-04-08T12:00:00+0200,2697
2015-04-08T11:00:00Z,2015-04-08T13:00:00+0200,2723
2015-04-08T12:00:00Z,2015-04-08T14:00:00+0200,2676
2015-04-08T13:00:00Z,2015-04-08T15:00:00+0200,2471
2015-04-08T14:00:00Z,2015-04-08T16:00:00+0200,2251
2015-04-08T15:00:00Z,2015-04-08T17:00:00+0200,1935
2015-04-08T16:00:00Z,2015-04-08T18:00:00+0200,1427
2015-04-08T17:00:00Z,2015-04-08T19:00:00+0200,615
2015-04-08T18:00:00Z,2015-04-08T20:00:00+0200,111
2015-04-08T19:00:00Z,2015-04-08T21:00:00+0200,23
2015-04-08T20:00:00Z,2015-04-08T22:00:00+0200,22
2015-04-08T21:00:00Z,2015-04-08T23:00:00+0200,22
2015-04-08T22:00:00Z,2015-04-09T00:00:00+0200,19
2015-04-08T23:00:00Z,2015-04-09T01:00:00+0200,17
2015-04-09T00:00:00Z,2015-04-09T02:00:00+0200,17
2015-04-09T01:00:00Z,2015-04-09T03:00:00+0200,17
2015-04-09T02:00:00Z,2015-04-09T04:00:00+0200,17
2015-04-09T03:00:00Z,2015-04-09T05:00:00+0200,17
2015-04-09T04:00:00Z,2015-04-09T06:00:00+0200,17
2015-04-09T05:00:00Z,2015-04-09T07:00:00+0200,31
2015-04-09T06:00:00Z,2015-04-09T08:00:00+0200,188
2015-04-09T07:00:00Z,2015-04-09T09:00:00+0200,566
2015-04-09T08:00:00Z,2015-04-09T10:00:00+0200,844
2015-04-09T09:00:00Z,2015-04-09T11:00:00+0200,1202
2015-04-09T10:00:00Z,2015-04-09T12:00:00+0200,1519
2015-04-09T11:00:00Z,2015-04-09T13:00:00+0200,1706
2015-04-09T12:00:00Z,2015-04-09T14:00:00+0200,1749
2015-04-09T13:00:00Z,2015-04-09T15:00:00+0200,1843
2015-04-09T14:00:00Z,2015-04-09T16:00:00+0200,1908
2015-04-09T15:00:00Z,2015-04-09T17:00:00+0200,1619
2015-04-09T16:00:00Z,2015-04-09T18:00:00+0200,1117
2015-04-09T17:00:00Z,2015-04-09T19:00:00+0200,612
2015-04-09T18:00:00Z,2015-04-09T20:00:00+0200,266
2015-04-09T19:00:00Z,2015-04-09T21:00:00+0200,163
2015-04-09T20:00:00Z,2015-04-09T22:00:00+0200,101
2015-04-09T21:00:00Z,2015-04-09T23:00:00+0200,53
2015-04-09T22:00:00Z,2015-04-10T00:00:00+0200,18
2015-04-09T23:00:00Z,2015-04-10T01:00:00+0200,16
2015-04-10T00:00:00Z,2015-04-10T02:00:00+0200,16
2015-04-10T01:00:00Z,2015-04-10T03:00:00+0200,16
2015-04-10T02:00:00Z,2015-04-10T04:00:00+0200,16
2015-04-10T03:00:00Z,2015-04-10T05:00:00+0200,16
2015-04-10T04:00:00Z,2015-04-10T06:00:00+0200,16
2015-04-10T05:00:00Z,2015-04-10T07:00:00+0200,31
2015-04-10T06:00:00Z,2015-04-10T08:00:00+0200,240
2015-04-10T07:00:00Z,2015-04-10T09:00:00+0200,851
2015-04-10T08:00:00Z,2015-04-10T10:00:00+0200,1834
2015-04-10T09:00:00Z,2015-04-10T11:00:00+0200,2722
2015-04-10T10:00:00Z,2015-04-10T12:00:00+0200,3152
2015-04-10T11:00:00Z,2015-04-10T13:00:00+0200,3399
2015-04-10T12:00:00Z,2015-04-10T14:00:00+0200,3329
2015-04-10T13:00:00Z,2015-04-10T15:00:00+0200,3117
2015-04-10T14:00:00Z,2015-04-10T16:00:00+0200,2897
2015-04-10T15:00:00Z,2015-04-10T17:00:00+0200,2474
2015-04-10T16:00:00Z,2015-04-10T18:00:00+0200,1711
2015-04-10T17:00:00Z,2015-04-10T19:00:00+0200,900
2015-04-10T18:00:00Z,2015-04-10T20:00:00+0200,369
2015-04-10T19:00:00Z,2015-04-10T21:00:00+0200,170
2015-04-10T20:00:00Z,2015-04-10T22:00:00+0200,125
2015-04-10T21:00:00Z,2015-04-10T23:00:00+0200,110
2015-04-10T22:00:00Z,2015-04-11T00:00:00+0200,97
2015-04-10T23:00:00Z,2015-04-11T01:00:00+0200,47
2015-04-11T00:00:00Z,2015-04-11T02:00:00+0200,39
2015-04-11T01:00:00Z,2015-04-11T03:00:00+0200,37
2015-04-11T02:00:00Z,2015-04-11T04:00:00+0200,33
2015-04-11T03:00:00Z,2015-04-11T05:00:00+0200,32
2015-04-11T04:00:00Z,2015-04-11T06:00:00+0200,33
2015-04-11T05:00:00Z,2015-04-11T07:00:00+0200,37
2015-04-11T06:00:00Z,2015-04-11T08:00:00+0200,219
2015-04-11T07:00:00Z,2015-04-11T09:00:00+0200,797
2015-04-11T08:00:00Z,2015-04-11T10:00:00+0200,1541
2015-04-11T09:00:00Z,2015-04-11T11:00:00+0200,2285
2015-04-11T10:00:00Z,2015-04-11T12:00:00+0200,2662
2015-04-11T11:00:00Z,2015-04-11T13:00:00+0200,2847
2015-04-11T12:00:00Z,2015-04-11T14:00:00+0200,2899
2015-04-11T13:00:00Z,2015-04-11T15:00:00+0200,2804
2015-04-11T14:00:00Z,2015-04-11T16:00:00+0200,2548
2015-04-11T15:00:00Z,2015-04-11T17:00:00+0200,2110
2015-04-11T16:00:00Z,2015-04-11T18:00:00+0200,1609
2015-04-11T17:00:00Z,2015-04-11T19:00:00+0200,1106
2015-04-11T18:00:00Z,2015-04-11T20:00:00+0200,563
2015-04-11T19:00:00Z,2015-04-11T21:00:00+0200,318
2015-04-11T20:00:00Z,2015-04-11T22:00:00+0200,289
2015-04-11T21:00:00Z,2015-04-11T23:00:00+0200,240
2015-04-11T22:00:00Z,2015-04-12T00:00:00+0200,190
2015-04-11T23:00:00Z,2015-04-12T01:00:00+0200,126
2015-04-12T00:00:00Z,2015-04-12T02:00:00+0200,60
2015-04-12T01:00:00Z,2015-04-12T03:00:00+0200,60
2015-04-12T02:00:00Z,2015-04-12T04:00:00+0200,60
2015-04-12T03:00:00Z,2015-04-12T05:00:00+0200,59
2015-04-12T04:00:00Z,2015-04-12T06:00:00+0200,59
2015-04-12T05:00:00Z,2015-04-12T07:00:00+0200,68
2015-04-12T06:00:00Z,2015-04-12T08:00:00+0200,397
2015-04-12T07:00:00Z,2015-04-12T09:00:00+0200,1292
2015-04-12T08:00:00Z,2015-04-12T10:00:00+0200,2531
2015-04-12T09:00:00Z,2015-04-12T11:00:00+0200,3623
2015-04-12T10:00:00Z,2015-04-12T12:00:00+0200,4373
2015-04-12T11:00:00Z,2015-04-12T13:00:00+0200,4437
2015-04-12T12:00:00Z,2015-04-12T14:00:00+0200,4373
2015-04-12T13:00:00Z,2015-04-12T15:00:00+0200,3587
2015-04-12T14:00:00Z,2015-04-12T16:00:00+0200,3162
2015-04-12T15:00:00Z,2015-04-12T17:00:00+0200,2807
2015-04-12T16:00:00Z,2015-04-12T18:00:00+0200,2216
2015-04-12T17:00:00Z,2015-04-12T19:00:00+0200,1390
2015-04-12T18:00:00Z,2015-04-12T20:00:00+0200,784
2015-04-12T19:00:00Z,2015-04-12T21:00:00+0200,603
2015-04-12T20:00:00Z,2015-04-12T22:00:00+0200,590
2015-04-12T21:00:00Z,2015-04-12T23:00:00+0200,587
2015-04-12T22:00:00Z,2015-04-13T00:00:00+0200,543
2015-04-12T23:00:00Z,2015-04-13T01:00:00+0200,515
2015-04-13T00:00:00Z,2015-04-13T02:00:00+0200,434
2015-04-13T01:00:00Z,2015-04-13T03:00:00+0200,257
2015-04-13T02:00:00Z,2015-04-13T04:00:00+0200,181
2015-04-13T03:00:00Z,2015-04-13T05:00:00+0200,198
2015-04-13T04:00:00Z,2015-04-13T06:00:00+0200,163
2015-04-13T05:00:00Z,2015-04-13T07:00:00+0200,107
2015-04-13T06:00:00Z,2015-04-13T08:00:00+0200,462
2015-04-13T07:00:00Z,2015-04-13T09:00:00+0200,1394
2015-04-13T08:00:00Z,2015-04-13T10:00:00+0200,2997
2015-04-13T09:00:00Z,2015-04-13T11:00:00+0200,4292
2015-04-13T10:00:00Z,2015-04-13T12:00:00+0200,4764
2015-04-13T11:00:00Z,2015-04-13T13:00:00+0200,4930
2015-04-13T12:00:00Z,2015-04-13T14:00:00+0200,4889
2015-04-13T13:00:00Z,2015-04-13T15:00:00+0200,4869
2015-04-13T14:00:00Z,2015-04-13T16:00:00+0200,4591
2015-04-13T15:00:00Z,2015-04-13T17:00:00+0200,4182
2015-04-13T16:00:00Z,2015-04-13T18:00:00+0200,3606
2015-04-13T17:00:00Z,2015-04-13T19:00:00+0200,2458
2015-04-13T18:00:00Z,2015-04-13T20:00:00+0200,1085
2015-04-13T19:00:00Z,2015-04-13T21:00:00+0200,644
2015-04-13T20:00:00Z,2015-04-13T22:00:00+0200,542
2015-04-13T21:00:00Z,2015-04-13T23:00:00+0200,479
2015-04-13T22:00:00Z,2015-04-14T00:00:00+0200,447
2015-04-13T23:00:00Z,2015-04-14T01:00:00+0200,363
2015-04-14T00:00:00Z,2015-04-14T02:00:00+0200,200
2015-04-14T01:00:00Z,2015-04-14T03:00:00+0200,144
2015-04-14T02:00:00Z,2015-04-14T04:00:00+0200,80
2015-04-14T03:00:00Z,2015-04-14T05:00:00+0200,53
2015-04-14T04:00:00Z,2015-04-14T06:00:00+0200,53
2015-04-14T05:00:00Z,2015-04-14T07:00:00+0200,86
2015-04-14T06:00:00Z,2015-04-14T08:00:00+0200,424
2015-04-14T07:00:00Z,2015-04-14T09:00:00+0200,1133
2015-04-14T08:00:00Z,2015-04-14T10:00:00+0200,1819
2015-04-14T09:00:00Z,2015-04-14T11:00:00+0200,2339
2015-04-14T10:00:00Z,2015-04-14T12:00:00+0200,2796
2015-04-14T11:00:00Z,2015-04-14T13:00:00+0200,2998
2015-04-14T12:00:00Z,2015-04-14T14:00:00+0200,2917
2015-04-14T13:00:00Z,2015-04-14T15:00:00+0200,2725
2015-04-14T14:00:00Z,2015-04-14T16:00:00+0200,2438
2015-04-14T15:00:00Z,2015-04-14T17:00:00+0200,2139
2015-04-14T16:00:00Z,2015-04-14T18:00:00+0200,1616
2015-04-14T17:00:00Z,2015-04-14T19:00:00+0200,1126
2015-04-14T18:00:00Z,2015-04-14T20:00:00+0200,348
2015-04-14T19:00:00Z,2015-04-14T21:00:00+0200,76
2015-04-14T20:00:00Z,2015-04-14T22:00:00+0200,29
2015-04-14T21:00:00Z,2015-04-14T23:00:00+0200,30
2015-04-14T22:00:00Z,2015-04-15T00:00:00+0200,30
2015-04-14T23:00:00Z,2015-04-15T01:00:00+0200,30
