crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,1844.29988740623,10.08476322556453,1854.3846506317946,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,2348.40511447889,9.226378295883023,2357.631492774773,kton CO2-eq
,Total GHG emissions without LULUCF,32595.748466467536,14345.922553178221,46941.67101964576,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,32868.2193924782,14345.922553178221,47214.14194565642,kton CO2-eq
,Total GHG emissions with LULUCF,35258.71494471305,14672.974642005865,49931.689586718916,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,35531.185870723704,14672.974642005873,50204.16051272958,kton CO2-eq
1,Energy,30971.049749304006,727.4197923571737,31698.46954166118,kton CO2-eq
1.A.1,Energy Industries,8781.541724799497,208.7577170115037,8990.299441811001,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,6575.554986240559,200.57798513013404,6776.132971370693,kton CO2-eq
1.A.1.b,Petroleum Refining,955.8398739328525,1.5333008357396238,957.3731747685921,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,1250.1468646260853,6.646431045631971,1256.7932956717173,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,1250.1468646260853,6.646431045631971,1256.7932956717173,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,3865.388562299008,77.39899375611321,3942.787556055121,kton CO2-eq
1.A.2.a,Iron and Steel,101.21577244802609,0.5654131824090882,101.78118563043517,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,0.0,0.0,0.0,kton CO2-eq
1.A.2.c,Chemicals,236.68138876384302,2.6909011123958066,239.37228987623882,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",67.1445065145757,0.9283654169768312,68.07287193155253,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",1032.971027269976,26.1950306587496,1059.1660579287256,kton CO2-eq
1.A.2.f,Non-metallic Minerals,1502.31699560472,29.61335633612248,1531.9303519408425,kton CO2-eq
1.A.2.g,Other,925.0588716978671,17.405927049459024,942.4647987473261,kton CO2-eq
1.A.2.g.iii,Mining (Excluding Fuels) and Quarrying,4.01205525327081,0.011933174442940064,4.02398842771375,kton CO2-eq
1.A.2.g.v,Construction,15.3775519533937,0.03820014890698964,15.41575210230069,kton CO2-eq
1.A.2.g.vi,Textile and Leather,0.40602911766414,0.0011965518312099799,0.40722566949535,kton CO2-eq
1.A.2.g.vii,Off-road Vehicles and Other Machinery,600.067750459793,7.965137981764656,608.0328884415577,kton CO2-eq
1.A.2.g.viii,Other,305.1954849137455,9.389459192513073,314.58494410625855,kton CO2-eq
1.A.3,Transport,13181.16237854247,136.29020466212387,13317.452583204595,kton CO2-eq
1.A.3.a,Domestic Aviation,198.5270307581257,2.285394175539267,200.81242493366497,kton CO2-eq
1.A.3.b,Road Transportation,12187.155309123518,127.53554762396561,12314.690856747484,kton CO2-eq
1.A.3.b.i,Cars,6796.728219212487,47.74031116662809,6844.468530379115,kton CO2-eq
1.A.3.b.ii,Light Duty Trucks,1615.066738703777,12.831510934269318,1627.8982496380463,kton CO2-eq
