Key,Value,Source
country,nl,
base_year,2019,
chp_allocation_protermo,0,CBS expert
chp_allocation_iea,1,
chp_allocation_decc,0,
chp_total_heat_produciton,174191,CBS (2019) Elektriciteit; productie en productiemiddelen; also see 1_chp_source_analysis.xlsx - CBS data 2019- sheet
chp_total_fuel_input,502617,CBS (2019) Elektriciteit; productie en productiemiddelen; also see 1_chp_source_analysis.xlsx - CBS data 2019- sheet
chp_agriculture_unsold_gas,1,Almost no sold heat production in agriculture; 0 TJ according to IEA autoproducer table
chp_agriculture_unsold_wood_pellets,1,Almost no sold heat production in agriculture; 0 TJ according to IEA autoproducer table
chp_agriculture_elec_prod_gas,0.999316905,1_chp_source_analysis.xlsx
chp_residential_unsold_gas,1,No CHPs in households according to IEA autoproducer table and CBS
chp_residential_unsold_wood_pellets,1,No CHPs in households according to IEA autoproducer table and CBS
chp_residential_elec_prod_gas,0.2,No CHPs in households according to IEA autoproducer table and CBS
chp_caps_unsold_gas,0,
chp_caps_unsold_wood_pellets,0,Not relevant; only gas and biogas CHP produciton left after waste incineration is subtracted
chp_caps_elec_prod_gas,0.8216,Optimized to make wood_pellets fuel use in industry close to 0; after subtracting maximum percentage of el. Prod with waste from industry without making sold heat in industry go to <0
chp_ei_unsold_gas_turbine,0,Optimized to match sold heat production
chp_ei_unsold_gas_engine,0,Optimized to match sold heat production
chp_ei_unsold_gas_cc,0,Optimized to match sold heat production
chp_ei_unsold_coal,0,Not relevant
chp_ei_elec_prod_gas,1,1_chp_source_analysis.xlsx: \No coal use in energy industry according to CBS data 2015
chp_ei_elec_prod_gas_turbine,0.588538313,1_chp_source_analysis.xlsx
chp_ei_elec_prod_gas_engine,0,1_chp_source_analysis.xlsx
chp_ei_elec_prod_gas_cc,0.411461687,1_chp_source_analysis.xlsx
chp_i_unsold_gas_turbine,1,Optimized to match sold heat production
chp_i_unsold_gas_engine,1,Optimized to match sold heat production
chp_i_unsold_gas_cc,1,Optimized to match sold heat production
chp_i_unsold_coal,1,
chp_i_elec_prod_gas_turbine,0.219334719,1_chp_source_analysis.xlsx
chp_i_elec_prod_gas_engine,0.009300799,1_chp_source_analysis.xlsx
chp_i_elec_prod_gas_cc,0.771364482,1_chp_source_analysis.xlsx
chp_waste_removal_caps,0.3945,
chp_waste_removal_industry,0.6055,
chp_flh_heat_network_gas,4500,optimized to match total installed capacities for local heat networkd CHPS in 1_chp_source_analysis.xlss
chp_flh_heat_network_biogas,8500,High number to reproduce as best installed capacities in 1_chp_source_analysis.xlsx
chp_flh_heat_network_wood_pellets,8500,High number to reproduce as best installed capacities in 1_chp_source_analysis.xlsx
chp_flh_iei_gas_turbine,2560,Re-estimate FLH; to match CBS installed capacities
chp_flh_iei_gas_engine,620,Re-estimate FLH; to match CBS installed capacities
chp_flh_iei_gas_cc,1750,Re-estimate FLH; to match CBS installed capacities
chp_flh_iei_coal,4500,EnergyMatters heat FLH; no coal CHP in this sector
chp_flh_iei_wood_pellets,6000,Not appliccable to this sector.
chp_flh_iei_coal_gas,5320,Re-estimate FLH; to match MIDDEN installed capacities
chp_flh_ma_gas,4975,Re-estimate FLH; to match CBS installed capacities
chp_flh_ma_coal,6200,Optimized to reproduce the Amer 9 power pant capacity together with co-firing
chp_flh_ma_lignite,4500,EnergyMatters heat FLH. Coal CHP
chp_flh_ma_cofiring,6200,Optimized to reproduce the Amer 9 power pant capacity together with co-firing
chp_flh_waste,4390,Re-estimate FLH; to match CBS installed capacities; See: both 1_chp_source_analysis.xlsx and 2_chp_pp_source_analysis.xlsx
chp_elec_eff_heat_nework_gas,0.42,Tweaked efficiency to improve Results by fuel
chp_heat_eff_heat_nework_gas,0.5,Tweaked efficiency to improve Results by fuel
chp_elec_eff_heat_nework_biogas,0.42,Tweaked efficiency to improve Results by fuel
chp_heat_eff_heat_nework_biogas,0.39,Tweaked efficiency to improve Results by fuel
chp_elec_eff_heat_nework_wood_pellets,0.183,Tweaked efficiency to improve Results by fuel
chp_heat_eff_heat_nework_wood_pellets,0.47,Tweaked efficiency to improve Results by fuel
chp_elec_eff_iei_gas_turbine,0.27,Tweaked efficiency to improve Results by fuel
chp_heat_eff_iei_gas_turbine,0.35,Tweaked efficiency to improve Results by fuel
chp_elec_eff_iei_gas_engine,0.43,See node source analysis of industry_chp_engine_gas_power_fuelmix
chp_heat_eff_iei_gas_engine,0.47,See node source analysis of industry_chp_engine_gas_power_fuelmix
chp_elec_eff_iei_coal,0.4,No installed capacity. For default efficiencies: See node source analysis of industry_chp_ultra_supercritical_coal
chp_heat_eff_iei_coal,0.15,No installed capacity. For default efficiencies: See node source analysis of industry_chp_ultra_supercritical_coal
chp_elec_eff_iei_wood_pellets,0.183,See node source analysis of industry_chp_wood_pellets
chp_heat_eff_iei_wood_pellets,0.47,See node source analysis of industry_chp_wood_pellets
chp_elec_eff_ma_gas,0.433,Tweaked efficiency to improve Results by fuel
chp_heat_eff_ma_gas,0.305,Tweaked efficiency to improve Results by fuel
chp_elec_eff_ma_coal,0.44,Tweaked efficiency to improve Results by fuel
chp_heat_eff_ma_coal,0.13,Tweaked efficiency to improve Results by fuel
chp_elec_eff_ma_lignite,0.35,No installed capacity. For default efficiencies: See node source analysis of energy_chp_ultra_supercritical_lignite
chp_heat_eff_ma_lignite,0.15,See node source analysis of energy_chp_ultra_supercritical_lignite
chp_elec_eff_ma_cofiring,0.4,Tweaked efficiency to improve Results by fuel
chp_heat_eff_ma_cofiring,0.15,Tweaked efficiency to improve Results by fuel
chp_elec_eff_waste,0.2045,Tweaked efficiency to improve Results by fuel
chp_heat_eff_waste,0.1995,Tweaked efficiency to improve Results by fuel
