key,value,comment
industry_aluminium_burner_network_gas_industry_aluminium_electrolysis_current_electricity_parent_share,,
industry_aluminium_burner_network_gas_industry_aluminium_smeltoven_electricity_parent_share,,
industry_final_demand_for_metal_aluminium_electricity_industry_aluminium_electrolysis_current_electricity_parent_share,,
industry_final_demand_for_metal_aluminium_electricity_industry_aluminium_smeltoven_electricity_parent_share,,
input_industry_aluminium_electrolysis_current_electricity_share,,
input_industry_aluminium_smeltoven_electricity_share,,
input_industry_metal_aluminium_electricity_demand,,
input_industry_metal_aluminium_network_gas_demand,,
input_industry_metal_aluminium_production,,
input_industry_chemical_other_coal_demand,,
input_industry_chemical_other_coal_non_energetic_demand,,
input_industry_chemical_other_crude_oil_demand,,
input_industry_chemical_other_crude_oil_non_energetic_demand,,
input_industry_chemical_other_electricity_demand,1000,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
input_industry_chemical_other_network_gas_demand,0,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
input_industry_chemical_other_network_gas_non_energetic_demand,,
input_industry_chemical_other_steam_hot_water_demand,2350,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
input_industry_chemical_other_wood_pellets_demand,,
input_industry_chemical_other_wood_pellets_non_energetic_demand,,
input_industry_chemical_fertilizers_coal_demand,,
input_industry_chemical_fertilizers_coal_non_energetic_demand,,
input_industry_chemical_fertilizers_crude_oil_demand,,
input_industry_chemical_fertilizers_crude_oil_non_energetic_demand,,
input_industry_chemical_fertilizers_electricity_demand,,
input_industry_chemical_fertilizers_hydrogen_non_energetic_demand,,
input_industry_chemical_fertilizers_network_gas_demand,,
input_industry_chemical_fertilizers_network_gas_non_energetic_demand,,
input_industry_chemical_fertilizers_steam_hot_water_demand,,
input_industry_chemical_fertilizers_wood_pellets_demand,,
input_industry_chemical_fertilizers_wood_pellets_non_energetic_demand,,
industry_final_demand_for_other_food_electricity_industry_other_food_heater_electricity_parent_share,,
industry_final_demand_for_other_food_electricity_industry_useful_demand_for_other_food_electricity_parent_share,,
input_industry_food_coal_demand,,
input_industry_food_crude_oil_demand,,
input_industry_food_electricity_demand,,
input_industry_food_network_gas_demand,,
input_industry_food_steam_hot_water_demand,,
input_industry_food_wood_pellets_demand,,
industry_chp_combined_cycle_gas_power_fuelmix_demand,,
industry_chp_engine_gas_power_fuelmix_demand,,
industry_chp_turbine_gas_power_fuelmix_demand,3454,See etdataset-public/source_analyses/gm0114_emmen/2019/source_analysis_industry.xlsx
industry_chp_turbine_hydrogen_demand,,
industry_chp_ultra_supercritical_coal_demand,,
industry_chp_wood_pellets_demand,,
industry_heat_burner_coal_demand,,
industry_heat_burner_crude_oil_demand,,
industry_heat_burner_hydrogen_demand,,
industry_heat_burner_lignite_demand,,
industry_heat_well_geothermal_demand,,
input_percentage_of_bio_kerosene_industry_final_demand_crude_oil,,
input_percentage_of_bio_oil_industry_final_demand_crude_oil,,
input_percentage_of_biodiesel_industry_final_demand_crude_oil,,
input_percentage_of_crude_oil_industry_final_demand_crude_oil,,
input_percentage_of_diesel_industry_final_demand_crude_oil,,
input_percentage_of_kerosene_industry_final_demand_crude_oil,,
input_percentage_of_lpg_industry_final_demand_crude_oil,,
input_share_mixer_gas_fuel_bio_oil,,
input_share_mixer_gas_fuel_network_gas,,
input_share_mixer_gas_fuel_oil,,
input_industry_ict_electricity_demand,,
input_industry_metal_other_coal_demand,,
input_industry_metal_other_crude_oil_demand,,
input_industry_metal_other_electricity_demand,,
input_industry_metal_other_network_gas_demand,,
input_industry_metal_other_steam_hot_water_demand,,
input_industry_other_coal_demand,,
input_industry_other_coal_non_energetic_demand,,
input_industry_other_cokes_demand,,
input_industry_other_cokes_non_energetic_demand,,
input_industry_other_crude_oil_demand,,
input_industry_other_crude_oil_non_energetic_demand,,
