crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF,60253.50488212285,20499.32638669757,80752.83126882042,kton CO2-eq
,Total GHG emissions without LULUCF,65759.48034943554,20393.792138221906,86153.27248765745,kton CO2-eq
1,Energy,59783.38072163083,1542.0890612392395,61325.46978287007,kton CO2-eq
1.A.1,Energy Industries,31885.660954425148,85.01334079796652,31970.674295223114,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,27242.75069645344,78.89026163637755,27321.640958089818,kton CO2-eq
1.A.1.a.i,Electricity Generation,27242.75069645344,78.89026163637755,27321.640958089818,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,0.0,0.0,0.0,kton CO2-eq
1.A.1.a.iii,Heat Plants,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum Refining,4599.557891925349,6.083327266935157,4605.641219192285,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,43.35236604635843,0.03975189465568718,43.39211794101412,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,43.35236604635843,0.03975189465568718,43.39211794101412,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,0.0,0.0,0.0,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,4568.500141179121,47.35990576061067,4615.860046939732,kton CO2-eq
1.A.2.a,Iron and Steel,95.82514360665785,0.10517403274000969,95.93031763939786,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,357.5762914528534,0.3475745186000836,357.9238659714535,kton CO2-eq
1.A.2.c,Chemicals,452.1697101257093,0.4739818973260981,452.6436920230354,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",92.92503216619468,0.36780663321999896,93.29283879941468,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",580.7759194599805,9.529663912970022,590.3055833729505,kton CO2-eq
1.A.2.f,Non-metallic Minerals,2989.228044367725,36.53570476575442,3025.7637491334795,kton CO2-eq
1.A.2.g,Other,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.i,Manufacturing of Machinery,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iii,Mining (Excluding Fuels) and Quarrying,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iv,Wood and Wood Products,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.vi,Textile and Leather,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.vii,Off-road Vehicles and Other Machinery,0.0,0.0,0.0,kton CO2-eq
1.A.3,Transport,17540.519691824265,296.60322771540086,17837.122919539666,kton CO2-eq
1.A.3.a,Domestic Aviation,409.96990027407134,3.1278635104602017,413.09776378453154,kton CO2-eq
