Key,Value,Source
country,eu,
base_year,2011,
services_final_demand_space_heating,3455745.884325,Based on energy balance; see source analysis
services_final_demand_space_cooling,444433.892595,Based on energy balance; see source analysis
services_final_demand_lighting,738113.95339,Based on energy balance; see source analysis
ict_split,no,
industry_final_demand_ict_electricity,0,
services_space_heating_share_gas_fired_heaters,0.5494,Based on energy balance; see source analysis
services_space_heating_share_electric_heat_pump_with_storage,0,Assumption
services_space_heating_share_gas_fired_heat_pumps,0,Assumption
services_space_heating_share_electric_heaters,0.2481,Based on energy balance; see source analysis
services_space_heating_share_coal_fired_heater,0.019,Based on energy balance; see source analysis
services_space_heating_share_oil_fired_heater,0.1835,Based on energy balance; see source analysis
services_space_cooling_share_gas_fired_heat_pump,0,Assumption
services_space_cooling_share_electric_heat_pump,0,Assumption
services_space_cooling_share_airco,1,Assumption
services_lighting_incandescent_lamp,0,
services_lighting_fluorescent_lamp,0,
services_lighting_fluorescent_tube,0.8,Assumption
services_lighting_efficient_fluorescent_tube,0.2,Assumption
services_lighting_LED_tube,0,Assumption
services_biomass_used_in space_heating,1,
services_biomass_used_in appliances,0,
services_savings_lighting_motion_detection,0.039,
services_savings_lighting_daylight_control,0.053,
