crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF,152509.4071414213,28427.457934703765,180936.86507612508,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,152940.53542844212,28427.457934703736,181367.99336314583,kton CO2-eq
,Total GHG emissions with LULUCF,156357.81082003706,28754.94882119584,185112.7596412329,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,156788.93910705784,28754.948821195867,185543.8879282537,kton CO2-eq
1,Energy,146315.18513602315,3041.6911743964592,149356.8763104196,kton CO2-eq
1.A.1,Energy Industries,56688.81083054383,376.23609170676355,57065.04692225059,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,44202.44084920253,319.176800305846,44521.61764950838,kton CO2-eq
1.A.1.a.i,Electricity Generation,44202.44084920253,319.176800305846,44521.61764950838,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum Refining,10022.35209500915,27.182059983058934,10049.534154992209,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,2464.01788633215,29.87723141785727,2493.895117750007,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,1041.1222664084,0.98074589249336,1042.1030123008934,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,1422.89561992375,28.896485525363232,1451.7921054491133,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,0.0,0.0,0.0,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,25164.900505937647,101.64420318621389,25266.54470912386,kton CO2-eq
1.A.2.a,Iron and Steel,4895.877594691591,9.150550742226187,4905.028145433817,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,160.384616414794,0.529119229671835,160.91373564446585,kton CO2-eq
1.A.2.c,Chemicals,12964.53650010404,34.563936324108,12999.100436428149,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",947.528881180782,3.1866299202772552,950.7155111010592,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",3520.2116565138,13.321442598820797,3533.5330991126207,kton CO2-eq
1.A.2.f,Non-metallic Minerals,1277.8344217189529,5.6940377109251585,1283.528459429878,kton CO2-eq
1.A.2.g,Other,1398.5268353136867,35.19848666018561,1433.7253219738723,kton CO2-eq
1.A.2.g.i,Manufacturing of Machinery,102.764240145124,0.339025879157532,103.10326602428154,kton CO2-eq
1.A.2.g.ii,Manufacturing of Transport Equipment,114.965964920699,0.379280158892783,115.34524507959178,kton CO2-eq
1.A.2.g.iii,Mining (Excluding Fuels) and Quarrying,128.67248664930662,0.4411708763421416,129.11365752564876,kton CO2-eq
1.A.2.g.iv,Wood and Wood Products,20.8755081906845,1.1299109452300191,22.00541913591452,kton CO2-eq
1.A.2.g.v,Construction,224.4770876620123,2.3017760425714187,226.77886370458373,kton CO2-eq
1.A.2.g.vi,Textile and Leather,140.350587205819,0.4630256707077933,140.8136128765268,kton CO2-eq
