Key,Value,Source
country,nl,
base_year,2012,
chp_allocation_protermo,0,CBS expert
chp_allocation_iea,1,
chp_allocation_decc,0,
chp_total_heat_produciton,225308,CBS (2012) Elektriciteit; productie en productiemiddelen
chp_total_fuel_input,590850,CBS (2012) Elektriciteit; productie en productiemiddelen
chp_agriculture_unsold_gas,1,No sold heat production in agriculture
chp_agriculture_unsold_wood_pellets,1,No sold heat production in agriculture
chp_agriculture_elec_prod_gas,1,There are only 'Gasmotor' CHPs in agriculture according to CBS
chp_residential_unsold_gas,1,No CHPs in households
chp_residential_unsold_wood_pellets,1,No CHPs in households
chp_residential_elec_prod_gas,1,No CHPs in households
chp_caps_unsold_gas,0,Not relevant
chp_caps_unsold_wood_pellets,0,Not relevant
chp_caps_elec_prod_gas,1,Not relevant
chp_ei_unsold_gas_turbine,0,Optimized to match sold heat production
chp_ei_unsold_gas_engine,0,Optimized to match sold heat production
chp_ei_unsold_gas_cc,0,Optimized to match sold heat production
chp_ei_unsold_coal,0,Not relevant
chp_ei_elec_prod_gas,1,No coal use in energy industry according to CBS
chp_ei_elec_prod_gas_turbine,0.301,Based on electricity production according to CBS
chp_ei_elec_prod_gas_engine,0.011,Based on electricity production according to CBS
chp_ei_elec_prod_gas_cc,0.688,Based on electricity production according to CBS
chp_i_unsold_gas_turbine,0.65,Optimized to match sold heat production
chp_i_unsold_gas_engine,0.65,Optimized to match sold heat production
chp_i_unsold_gas_cc,0.65,Optimized to match sold heat production
chp_i_unsold_coal,1,Not relevant
chp_i_elec_prod_gas_turbine,0.301,Based on electricity production according to CBS
chp_i_elec_prod_gas_engine,0.011,Based on electricity production according to CBS
chp_i_elec_prod_gas_cc,0.688,Based on electricity production according to CBS
chp_waste_removal_caps,1,
chp_waste_removal_industry,0,
chp_flh_agriculture_gas,3600,Re-estimate FLH
chp_flh_agriculture_biogas,8000,NL 2011 value
chp_flh_agriculture_wood_pellets,6000,EnergyMatters heat FLH
chp_flh_residential_gas,4000,Re-estimate FLH
chp_flh_residential_biogas,8000,NL 2011 value
chp_flh_residential_wood_pellets,6000,EnergyMatters heat FLH
chp_flh_caps_gas,4000,Re-estimate FLH
chp_flh_caps_biogas,8000,NL 2011 value
chp_flh_caps_wood_pellets,6000,EnergyMatters heat FLH
chp_flh_iei_gas_turbine,6000,EnergyMatters heat FLH
chp_flh_iei_gas_engine,6000,NL 2011 value
chp_flh_iei_gas_cc,6000,EnergyMatters heat FLH
chp_flh_iei_coal,7000,NL 2011 value
chp_flh_ma_gas,4500,EnergyMatters heat FLH
chp_flh_ma_coal,4500,EnergyMatters heat FLH
chp_flh_ma_lignite,7000,NL 2011 value
chp_flh_ma_cofiring,4500,NL 2011 value
chp_flh_waste,6000,EnergyMatters heat FLH
