key,value,comment
areable_land,,
total_land_area,,
co2_emission_1990,0.9894,"Taken from CE Delft (2024), Klimaatdoorrekening Nijmegen (achtergrondrapport), available via the municipality of Nijmegen. See etdataset-public/source_analyses/GM0268_nijmegen/2019/area/area_source_analysis.xlsx."
co2_emission_1990_aviation_bunkers,,
co2_emission_1990_marine_bunkers,,
energetic_emissions_other_ghg_agriculture,,
energetic_emissions_other_ghg_buildings,,
energetic_emissions_other_ghg_energy,,
energetic_emissions_other_ghg_households,,
energetic_emissions_other_ghg_industry,,
energetic_emissions_other_ghg_transport,,
indirect_emissions_co2,,
non_energetic_emissions_co2_agriculture_manure,,
non_energetic_emissions_co2_agriculture_soil_cultivation,,
non_energetic_emissions_co2_chemical_industry,,
non_energetic_emissions_co2_other_industry,,
non_energetic_emissions_co2_waste_management,,
non_energetic_emissions_other_ghg_agriculture_fermentation,,
non_energetic_emissions_other_ghg_agriculture_manure,,
non_energetic_emissions_other_ghg_agriculture_other,,
non_energetic_emissions_other_ghg_agriculture_soil_cultivation,,
non_energetic_emissions_other_ghg_chemical_industry,,
non_energetic_emissions_other_ghg_other_industry,,
non_energetic_emissions_other_ghg_waste_management,,
hv_net_spare_capacity,,
hv_net_total_costs_present,,
interconnection_net_costs_present,,
mv_net_total_costs_present,,
offshore_net_costs_present,,
file_carriers_coal_co2_conversion_per_mj,,
file_carriers_crude_oil_co2_conversion_per_mj,,
file_carriers_diesel_co2_conversion_per_mj,,
file_carriers_gasoline_co2_conversion_per_mj,,
file_carriers_heavy_fuel_oil_co2_conversion_per_mj,,
file_carriers_imported_ammonia_co2_conversion_per_mj,,
file_carriers_imported_electricity_co2_conversion_per_mj,,
file_carriers_imported_heat_co2_conversion_per_mj,,
file_carriers_imported_hydrogen_co2_conversion_per_mj,,
file_carriers_kerosene_co2_conversion_per_mj,,
file_carriers_lignite_co2_conversion_per_mj,,
file_carriers_lng_co2_conversion_per_mj,,
file_carriers_lpg_co2_conversion_per_mj,,
file_carriers_natural_gas_co2_conversion_per_mj,,
file_carriers_non_biogenic_waste_co2_conversion_per_mj,,
file_carriers_propane_co2_conversion_per_mj,,
coast_line,,
offshore_suitable_for_wind,,
annual_infrastructure_cost_gas,,
heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,,
heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,,
heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,,
heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,,
heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,,
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,,
heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,,
heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,,
heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,,
heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,,
hv_net_capacity_per_step,,
hv_net_costs_per_capacity_step,,
interconnector_capacity,,
lv_mv_trafo_capacity_per_step,,
lv_mv_trafo_costs_per_capacity_step,,
lv_mv_trafo_spare_capacity,,
lv_mv_trafo_total_costs_present,,
lv_net_capacity_per_step,,
lv_net_costs_per_capacity_step,,
lv_net_spare_capacity,,
lv_net_total_costs_present,,
mv_hv_trafo_capacity_per_step,,
mv_hv_trafo_costs_per_capacity_step,,
mv_hv_trafo_spare_capacity,,
mv_hv_trafo_total_costs_present,,
mv_net_capacity_per_step,,
mv_net_costs_per_capacity_step,,
mv_net_spare_capacity,,
analysis_year,,
