party,category,classification,measure,gas,unit,year,numberValue,stringValue
GBR,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,CS,D"
GBR,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,CS,D,OTH,PS"
GBR,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
GBR,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,OTH,PS"
GBR,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,CS,D"
GBR,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,CS,D,OTH,PS"
GBR,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NE
GBR,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NE
GBR,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,13.24446740428496,
GBR,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,3.66139993592579,
GBR,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
GBR,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
GBR,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
GBR,1.  Energy,Total for category,Method,CO2,no unit,2019,,"CS,OTH,T1,T2,T3"
GBR,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T2,T3"
GBR,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T2,T3"
GBR,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,602894.4244012064,
GBR,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,352680.358402796,
GBR,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,1496.8715001112016,
GBR,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,255.9547731868476,
GBR,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,6852.221673726073,
GBR,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,1095.091412682891,
GBR,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,557715.5029143459,
GBR,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,343406.46181272925,
GBR,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,1.83661931019805,
GBR,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,6.70646925933752,
GBR,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,1687.4836338597472,
GBR,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,220.64559114202282,
GBR,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,2764.2760272532882,
GBR,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,747.3976161930084,
GBR,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,12.32648861791229,
GBR,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,7.95155826730183,
GBR,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,3495.301072037453,
GBR,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,136.54963193945548,
GBR,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,1496.8715001112016,
GBR,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,255.9547731868476,
GBR,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,12.32648861791229,
GBR,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,7.95155826730183,
GBR,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NE
GBR,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NE
GBR,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,8305.77384,
GBR,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,229265.61677150294,
GBR,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,2.26238532110092,
GBR,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,24.27486301971662,
GBR,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,90.19538590087662,
GBR,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,105.36621802773703,
GBR,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,0.1,
GBR,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,3.22082170204178,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,749.8887238138137,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,24508.364197010895,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,0.018790860816,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,5.56539144225908,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,749.1424767042058,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,24156.85096300978,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,0.000830577384,
GBR,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.73842367402965,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,190178.52678498707,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,1046126.8565173051,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,27.09055947305019,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,4.55527275773847,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,1990,62.77888323429711,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,2019,57.2318491423915,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,1990,4.60539560879305,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,2019,0.94415558272615,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,12315.552270353302,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,60266.94767041278,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,1990,5.15204269036576,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,2019,4.76539317063186,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,1990,11939.195526705347,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,2019,59871.77443600264,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,1990,0.87584735214231,
GBR,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,2019,0.98770651182057,
GBR,1.A.1  Energy Industries,Liquid Fuels,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Liquid Fuels,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Liquid Fuels,Fuel Consumption,No gas,TJ,1990,544464.419315055,
GBR,1.A.1  Energy Industries,Liquid Fuels,Fuel Consumption,No gas,TJ,2019,190516.02242330465,
GBR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CH4,kg/TJ,1990,2.53401637420313,
GBR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CH4,kg/TJ,2019,1.87550780943657,
GBR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CO2,t/TJ,1990,74.17845868348385,
GBR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,CO2,t/TJ,2019,70.17912431805966,
GBR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,N2O,kg/TJ,1990,0.69297714433573,
GBR,1.A.1  Energy Industries,Liquid Fuels,Implied emission factor,N2O,kg/TJ,2019,0.93145663601689,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,40526.147392492545,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,13427.278636826652,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CH4,kt,1990,1.37968175371535,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CH4,kt,2019,0.3573142878777,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CO2,kt,1990,40387.53143278883,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,CO2,kt,2019,13370.24762222734,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,N2O,kt,1990,0.37730139848936,
GBR,1.A.1  Energy Industries,Liquid Fuels,Net emissions/removals,N2O,kt,2019,0.17745741335373,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Fuel Consumption,No gas,TJ,1990,5623.568408888889,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Fuel Consumption,No gas,TJ,2019,95944.7051226366,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CH4,kg/TJ,1990,131.87569940368138,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CH4,kg/TJ,2019,50.61300916922192,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CO2,t/TJ,1990,43.45444797126943,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,CO2,t/TJ,2019,62.08793378181919,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,N2O,kg/TJ,1990,4.00000000000079,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Implied emission factor,N2O,kg/TJ,2019,4.00000000000004,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,271.09517982822683,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,6194.679292523515,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CH4,kt,1990,0.74161201706667,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CH4,kt,2019,4.8560502401103,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CO2,kt,1990,244.36906083693668,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,CO2,kt,2019,5957.00849837043,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,N2O,kt,1990,0.02249427363556,
GBR,1.A.1  Energy Industries,Other Fossil Fuels,Net emissions/removals,N2O,kt,2019,0.38377882049055,
GBR,1.A.1  Energy Industries,Peat,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Fuel Consumption,No gas,TJ,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Fuel Consumption,No gas,TJ,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Implied emission factor,CH4,kg/TJ,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Implied emission factor,CH4,kg/TJ,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Implied emission factor,CO2,t/TJ,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Implied emission factor,CO2,t/TJ,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Implied emission factor,N2O,kg/TJ,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Implied emission factor,N2O,kg/TJ,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,CH4,kt,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,CH4,kt,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,N2O,kt,1990,,NO
GBR,1.A.1  Energy Industries,Peat,Net emissions/removals,N2O,kt,2019,,NO
GBR,1.A.1  Energy Industries,Solid Fuels,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Solid Fuels,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Solid Fuels,Fuel Consumption,No gas,TJ,1990,2035385.1446382152,
GBR,1.A.1  Energy Industries,Solid Fuels,Fuel Consumption,No gas,TJ,2019,76546.5901108281,
GBR,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CH4,kg/TJ,1990,1.0,
GBR,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CH4,kg/TJ,2019,1.00000000000002,
GBR,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CO2,t/TJ,1990,91.13184076305946,
GBR,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,CO2,t/TJ,2019,94.68651952516288,
GBR,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,N2O,kg/TJ,1990,1.74176241379401,
GBR,1.A.1  Energy Industries,Solid Fuels,Implied emission factor,N2O,kg/TJ,2019,1.60794097552425,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,186484.85237248574,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,7282.69033931227,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CH4,kt,1990,2.03538514463822,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CH4,kt,2019,0.07654659011083,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CO2,kt,1990,185488.39489266658,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,CO2,kt,2019,7247.930199113564,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,N2O,kt,1990,3.54515734252552,
GBR,1.A.1  Energy Industries,Solid Fuels,Net emissions/removals,N2O,kt,2019,0.12308239877586,
GBR,1.A.1  Energy Industries,Total for category,Amount captured,CO2,kt,1990,,NO
GBR,1.A.1  Energy Industries,Total for category,Amount captured,CO2,kt,2019,,NO
GBR,1.A.1  Energy Industries,Total for category,Emission factor information,CH4,no unit,1990,,"CS,D"
GBR,1.A.1  Energy Industries,Total for category,Emission factor information,CH4,no unit,2019,,"CS,D"
GBR,1.A.1  Energy Industries,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D"
GBR,1.A.1  Energy Industries,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D"
GBR,1.A.1  Energy Industries,Total for category,Emission factor information,N2O,no unit,1990,,"CS,D"
GBR,1.A.1  Energy Industries,Total for category,Emission factor information,N2O,no unit,2019,,"CS,D"
GBR,1.A.1  Energy Industries,Total for category,Fuel Consumption,No gas,TJ,1990,2783957.432987146,
GBR,1.A.1  Energy Industries,Total for category,Fuel Consumption,No gas,TJ,2019,1638399.7909455774,
GBR,1.A.1  Energy Industries,Total for category,Method,CH4,no unit,1990,,"T1,T2"
GBR,1.A.1  Energy Industries,Total for category,Method,CH4,no unit,2019,,"T1,T2"
GBR,1.A.1  Energy Industries,Total for category,Method,CO2,no unit,1990,,"T1,T2"
GBR,1.A.1  Energy Industries,Total for category,Method,CO2,no unit,2019,,"T1,T2"
GBR,1.A.1  Energy Industries,Total for category,Method,N2O,no unit,1990,,"T1,T2"
