crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF,59972.5187616947,22593.562655194277,82566.08141688898,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,60061.73869831024,22593.562655194262,82655.3013535045,kton CO2-eq
,Total GHG emissions without LULUCF,76637.98582559006,22272.351684468857,98910.33751005892,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,76727.2057622056,22272.351684468842,98999.55744667444,kton CO2-eq
1,Energy,68272.82151076492,3239.2514103301946,71512.07292109511,kton CO2-eq
1.A.1,Energy Industries,36400.709918019704,125.11920045749866,36525.8291184772,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,35178.685122778465,122.84477816151048,35301.529900939975,kton CO2-eq
1.A.1.a.i,Electricity Generation,16690.418798038845,66.80762552599481,16757.22642356484,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,17216.75444996761,54.78186503550023,17271.53631500311,kton CO2-eq
1.A.1.a.iii,Heat Plants,1271.5118747720128,1.2552875999999742,1272.7671623720128,kton CO2-eq
1.A.1.a.iv,Other,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum Refining,859.8089105827053,1.5648121000000401,861.3737226827053,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,362.21588465853097,0.7096101960000283,362.925494854531,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,244.91039999999998,0.3006220000000326,245.211022,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,117.30548465853097,0.4089881959999815,117.71447285453095,kton CO2-eq
1.A.1.c.iv,Other,0.0,0.0,0.0,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,17663.932198186514,92.8045817192251,17756.73677990574,kton CO2-eq
1.A.2.a,Iron and Steel,2705.2168083953984,11.12926971249999,2716.3460781078984,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,299.15987006672754,1.1510544550534973,300.31092452178103,kton CO2-eq
1.A.2.c,Chemicals,965.5192056793392,2.0894613675550318,967.6086670468942,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",15.55686,0.04971779999999981,15.6065778,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",453.58804713978043,1.5527083625000841,455.1407555022805,kton CO2-eq
1.A.2.f,Non-metallic Minerals,2645.8048878910577,5.733006294999996,2651.5378941860577,kton CO2-eq
1.A.2.g,Other,10579.08651901421,71.0993637266165,10650.185882740827,kton CO2-eq
1.A.2.g.i,Manufacturing of Machinery,661.3810220633977,2.641115795000019,664.0221378583977,kton CO2-eq
1.A.2.g.ii,Manufacturing of Transport Equipment,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iii,Mining (Excluding Fuels) and Quarrying,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iv,Wood and Wood Products,100.54805449025838,0.3267450550000035,100.87479954525838,kton CO2-eq
