party,category,classification,measure,gas,unit,year,numberValue,stringValue
ITA,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CR,CS,D,M"
ITA,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CR,CS,D,M"
ITA,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,M,OTH"
ITA,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,M"
ITA,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CR,D,M"
ITA,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CR,D,M"
ITA,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NO
ITA,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NO
ITA,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,9.87472010960346,
ITA,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,3.01872603644786,
ITA,1.  Energy,Total for category,Method,CH4,no unit,1990,,"T1,T2,T3"
ITA,1.  Energy,Total for category,Method,CH4,no unit,2019,,"T1,T2,T3"
ITA,1.  Energy,Total for category,Method,CO2,no unit,1990,,"T1,T2,T3"
ITA,1.  Energy,Total for category,Method,CO2,no unit,2019,,"T1,T2,T3"
ITA,1.  Energy,Total for category,Method,N2O,no unit,1990,,"T1,T2,T3"
ITA,1.  Energy,Total for category,Method,N2O,no unit,2019,,"T1,T2,T3"
ITA,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,425548.30708670145,
ITA,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,336391.23198021465,
ITA,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,460.0045231879378,
ITA,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,267.62883973934026,
ITA,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,6522.402040934906,
ITA,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,1951.69335027136,
ITA,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,408579.17908053385,
ITA,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,324875.9257220272,
ITA,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,11.10696709828276,
ITA,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,9.49924520189525,
ITA,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,1139.2240516278273,
ITA,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,365.29643137214543,
ITA,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,2038.2916980371508,
ITA,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,608.6567647222438,
ITA,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,15.43019379964257,
ITA,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,15.17622168107911,
