crt_code,crt_category,co2,other_ghg,total_ghg,unit
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,14.20848,0.05256420000000084,14.2610442,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,29.30499,0.07884629999999859,29.3838363,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,910.854807,0.0,910.854807,kton CO2-eq
,Annual Change in Total Long-term C Storage,1447.841909,0.0,1447.841909,kton CO2-eq
,Total GHG emissions with LULUCF,27915.805279445955,17365.099537172468,45280.90481661842,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,28082.149882720954,17365.099537172468,45447.24941989342,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,37785.2689,0.0,37785.2689,kton CO2-eq
,Total GHG emissions without LULUCF,56914.32799844598,14173.425964172464,71087.75396261844,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,57080.67260172098,14173.425964172471,71254.09856589345,kton CO2-eq
1,Energy,52584.728043571,835.4171843170043,53420.145227888,kton CO2-eq
1.A.1,Energy Industries,18843.013546605,114.52258539399918,18957.536131999,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,16453.366539005,99.15787716799969,16552.524416173,kton CO2-eq
1.A.1.a.i,Electricity Generation,3231.5214577879997,12.247661847000472,3243.769119635,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,11067.829928781,61.652937091999775,11129.482865873,kton CO2-eq
1.A.1.a.iii,Heat Plants,2154.015152436,25.257278228999894,2179.272430665,kton CO2-eq
1.A.1.a.iv,Other,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum Refining,2042.4941026000001,14.741497225999865,2057.235599826,kton CO2-eq
