utc_timestamp,cet_cest_timestamp,DK_wind_offshore_generation_actual,DK_wind_onshore_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,1044.8,1519.1
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,976.7,1487.8
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,903.3,1448.4
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,831.6,1549.4
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,915.8,1709.8
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,1055.9,2078.3
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,1067.5,2243.7
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,1140,2415.9
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,1161.8,2597.4
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,1189.5,2717.6
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,1163.4,2770.2
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,1152.2,2816.3
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,1105.6,2831.9
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,1130.6,2761.8
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,1035.7,2612
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,1023.3,2559.5
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,1067.9,2624.7
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,1168.1,2724.3
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,1204.7,2901.8
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,1215.5,3071.5
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,1215.3,3177.1
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,1223.8,3214.2
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,1224.3,3231.8
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,1223.4,3189.7
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,845.4,3138.9
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,654.7,2662.6
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,649.6,2647.8
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,646.6,2635.6
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,643,2610.6
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,795.5,2733.8
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,1216.2,3138.9
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,1220.6,3187.2
2015-01-02T07:00:00Z,2015-01-02T08:00:00+0100,1215.2,3196.3
2015-01-02T08:00:00Z,2015-01-02T09:00:00+0100,1207.7,3204.3
2015-01-02T09:00:00Z,2015-01-02T10:00:00+0100,1205.3,3154.7
