crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage,17.23157032812838,0.0,17.23157032812838,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,599.6042877160673,0.0,599.6042877160673,kton CO2-eq
,Total GHG emissions with LULUCF,11999.830692478146,7063.71622166087,19063.546914139017,kton CO2-eq
,Total GHG emissions without LULUCF,17857.445503055034,6941.939508894706,24799.38501194974,kton CO2-eq
1,Energy,15764.278015235392,771.6739577340304,16535.951972969422,kton CO2-eq
1.A.1,Energy Industries,3880.4434967699913,33.72426415457085,3914.167760924562,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,2645.0957473699914,31.860553398030333,2676.9563007680217,kton CO2-eq
1.A.1.a.i,Electricity Generation,1309.213314008,6.022367444279325,1315.2356814522793,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,1222.0298794619914,25.264694475751185,1247.2945739377426,kton CO2-eq
1.A.1.a.iii,Heat Plants,113.8525539,0.573491477999994,114.426045378,kton CO2-eq
1.A.1.b,Petroleum Refining,990.6857758000002,1.6248981810000487,992.3106739810003,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,244.66197359999998,0.2388125755400381,244.90078617554002,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,244.66197359999998,0.23768409200002338,244.899657692,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,0.0,0.00112848354,0.00112848354,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,2421.1091673,10.720379267499993,2431.8295465675,kton CO2-eq
1.A.2.a,Iron and Steel,41.1966009,0.0841177129999977,41.280718613,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,26.9953935,0.032593059500001687,27.0279865595,kton CO2-eq
1.A.2.c,Chemicals,292.00987160000005,0.2991414200000122,292.30901302000007,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",110.62261800000002,0.26279475999997715,110.88541276,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",335.6773905,1.2439211514999897,336.9213116515,kton CO2-eq
1.A.2.f,Non-metallic Minerals,1279.7302867,7.697034528500126,1287.4273212285002,kton CO2-eq
1.A.2.g,Other,334.87700609999996,1.1007766349999883,335.97778273499995,kton CO2-eq
1.A.2.g.v,Construction,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.vii,Off-road Vehicles and Other Machinery,334.87700609999996,1.1007766349999883,335.97778273499995,kton CO2-eq
1.A.2.g.viii,Other,0.0,0.0,0.0,kton CO2-eq
1.A.3,Transport,6516.86876963202,68.03866601455593,6584.907435646576,kton CO2-eq
1.A.3.a,Domestic Aviation,32.05129200000001,0.24406233599999894,32.29535433600001,kton CO2-eq
1.A.3.b,Road Transportation,6284.048827027262,61.58484739186042,6345.633674419122,kton CO2-eq
1.A.3.b.i,Cars,4196.190117108745,41.19094345184931,4237.381060560594,kton CO2-eq
1.A.3.b.ii,Light Duty Trucks,556.3970591608315,5.501414714142356,561.8984738749739,kton CO2-eq
1.A.3.b.iii,Heavy Duty Trucks and Buses,1458.028371990759,12.704452004605173,1470.7328239953642,kton CO2-eq
1.A.3.b.iv,Motorcycles,73.43327876692702,2.1880372212628885,75.6213159881899,kton CO2-eq
1.A.3.b.v,Other,0.0,0.0,0.0,kton CO2-eq
1.A.3.c,Railways,45.2567973,4.685672585879999,49.94246988588,kton CO2-eq
1.A.3.d,Domestic Navigation,155.5118533047584,1.5240837008159644,157.03593700557437,kton CO2-eq
1.A.3.e,Other Transportation,0.0,0.0,0.0,kton CO2-eq
1.A.3.e.i,Pipeline Transport,0.0,0.0,0.0,kton CO2-eq
1.A.3.e.ii,Other,0.0,0.0,0.0,kton CO2-eq
1.A.4,Other Sectors,2658.9186465622015,472.71173441167866,3131.63038097388,kton CO2-eq
1.A.4.a,Commercial/Institutional,612.0258654,6.977264539789985,619.00312993979,kton CO2-eq
1.A.4.a.i,Stationary Combustion,612.0258654,6.977264539789985,619.00312993979,kton CO2-eq
1.A.4.a.ii,Off-road Vehicles and Other Machinery,0.0,0.0,0.0,kton CO2-eq
1.A.4.b,Residential,1400.8194397999998,404.6587815830003,1805.4782213830001,kton CO2-eq
1.A.4.b.i,Stationary Combustion,1377.0257699,404.50805400600007,1781.533823906,kton CO2-eq
1.A.4.b.ii,Off-road Vehicles and Other Machinery,23.7936699,0.15072757699999784,23.944397477,kton CO2-eq
1.A.4.b.iii,Other,0.0,0.0,0.0,kton CO2-eq
1.A.4.c,Agriculture/Forestry/Fishing,646.0733413622014,61.075688288888614,707.14902965109,kton CO2-eq
1.A.4.c.i,Stationary,59.5789902,0.17429253299999914,59.753282733,kton CO2-eq
1.A.4.c.ii,Off-road Vehicles and Other Machinery,586.4943511622014,60.90139575588864,647.39574691809,kton CO2-eq
1.A.4.c.iii,Fishing,0.0,0.0,0.0,kton CO2-eq
1.A.5,Other (Not specified elsewhere),0.0,0.0,0.0,kton CO2-eq
1.A.5.a,Stationary,0.0,0.0,0.0,kton CO2-eq
1.A.5.b,Mobile,0.0,0.0,0.0,kton CO2-eq
1.AA,Fuel Combustion - Sectoral approach,15477.340080264214,585.1950438483054,16062.535124112519,kton CO2-eq
1.AB,Fuel Combustion - Reference Approach,15835.01914419136,-1.8189894035458565e-12,15835.019144191358,kton CO2-eq
1.AD,"Feedstocks, Reductants and Other Non-energy Use of Fuels",1482.6170029526795,-2.2737367544323206e-13,1482.6170029526793,kton CO2-eq
1.B,Fugitive Emissions from Fuels,286.9379349711788,186.478913885726,473.4168488569048,kton CO2-eq
1.B.1,Solid Fuels,0.0,0.0,0.0,kton CO2-eq
1.B.1.a,Coal Mining and Handling,0.0,0.0,0.0,kton CO2-eq
1.B.1.a.i,Underground Mines,0.0,0.0,0.0,kton CO2-eq
1.B.1.a.ii,Surface Mines,0.0,0.0,0.0,kton CO2-eq
1.B.1.b,Solid Fuel Transformation,0.0,0.0,0.0,kton CO2-eq
1.B.1.c,Other,0.0,0.0,0.0,kton CO2-eq
1.B.2,Oil and Natural Gas and Other Emissions from Energy Production,286.9379349711788,186.478913885726,473.4168488569048,kton CO2-eq
1.B.2.a,Oil,41.30076617848837,65.85574680697567,107.15651298546405,kton CO2-eq
1.B.2.a.i,Exploration,7.46884980232558,4.472185016277961,11.94103481860354,kton CO2-eq
1.B.2.a.ii,Production,33.82851315523256,58.491862441860405,92.32037559709296,kton CO2-eq
1.B.2.a.iii,Transport,0.00340322093023,1.05013674418604,1.05353996511627,kton CO2-eq
1.B.2.a.iv,Refining / Storage,0.0,1.84156260465128,1.84156260465128,kton CO2-eq
1.B.2.a.v,Distribution of Oil Products,0.0,0.0,0.0,kton CO2-eq
1.B.2.a.vi,Other,0.0,0.0,0.0,kton CO2-eq
1.B.2.b,Natural Gas,245.63702172000004,120.43350939199999,366.070531112,kton CO2-eq
1.B.2.b.i,Exploration,0.0,0.0,0.0,kton CO2-eq
1.B.2.b.ii,Production,242.32512720000003,38.62622299200004,280.95135019200006,kton CO2-eq
1.B.2.b.iii,Processing,3.2574974,17.055046400000002,20.3125438,kton CO2-eq
1.B.2.b.iv,Transmission and Storage,0.01189372,39.08352,39.09541372,kton CO2-eq
1.B.2.b.v,Distribution,0.0425034,25.66872,25.7112234,kton CO2-eq
1.B.2.b.vi,Other,0.0,0.0,0.0,kton CO2-eq
1.B.2.c,Venting and Flaring,0.0001470726904,0.18965768675029998,0.1898047594407,kton CO2-eq
1.B.2.c.i,Venting,0.0001470726904,0.0447612536,0.0449083262904,kton CO2-eq
1.B.2.c.ii,Flaring,0.0,0.1448964331503,0.1448964331503,kton CO2-eq
1.B.2.d,Other,0.0,0.0,0.0,kton CO2-eq
1.C,CO₂ Transport and Storage,0.0,0.0,0.0,kton CO2-eq
1.C.1,Transport of CO₂,0.0,0.0,0.0,kton CO2-eq
1.C.1.a,Pipelines,0.0,0.0,0.0,kton CO2-eq
