crt_code,crt_category,co2,other_ghg,total_ghg,unit
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,35.48233213105841,0.0,35.48233213105841,kton CO2-eq
,Annual Change in Total Long-term C Storage,47.66740947196183,0.0,47.66740947196183,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,1043.1761042285982,0.0,1043.1761042285982,kton CO2-eq
,Total GHG emissions with LULUCF,52009.32422741106,12396.541105523094,64405.865332934154,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,52097.09350211629,12396.541105523094,64493.63460763938,kton CO2-eq
,Total GHG emissions without LULUCF,61472.83460971329,12265.83517311963,73738.66978283292,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,61560.60388441852,12265.835173119638,73826.43905753815,kton CO2-eq
1,Energy,53180.056074380445,3411.861681158589,56591.917755539034,kton CO2-eq
1.A.1,Energy Industries,18892.56981314518,66.828459338205,18959.398272483384,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,14700.151908493617,58.812439954916044,14758.964348448533,kton CO2-eq
1.A.1.a.i,Electricity Generation,478.92245080646353,0.47055944388324633,479.3930102503468,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,13433.163930128252,55.37040049136158,13488.534330619614,kton CO2-eq
1.A.1.a.iii,Heat Plants,752.4523563001839,0.8290748469632945,753.2814311471471,kton CO2-eq
1.A.1.a.iv,Other,35.61317125871656,2.14240517271039,37.75557643142695,kton CO2-eq
