crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF,45278.82085294129,14194.53388643368,59473.35473937497,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,45357.09001104709,14194.53388643368,59551.62389748077,kton CO2-eq
,Total GHG emissions with LULUCF,50983.99569214121,15627.146888309275,66611.14258045048,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,51062.26485024701,15627.146888309275,66689.41173855629,kton CO2-eq
1,Energy,39454.29858626652,1237.2658933874554,40691.56447965398,kton CO2-eq
1.A.1,Energy Industries,16365.601320685204,49.82940176775446,16415.43072245296,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,14354.84068775615,45.109493186226246,14399.950180942376,kton CO2-eq
1.A.1.b,Petroleum Refining,1870.04682359469,3.9695974188946366,1874.0164210135847,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,140.7138093343639,0.7503111626310783,141.46412049699498,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,90.7378083050666,0.5927886725920928,91.33059697765869,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,49.9760010292973,0.15752249003897134,50.13352351933627,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,8854.54841755125,147.88752808874779,9002.435945639998,kton CO2-eq
1.A.2.a,Iron and Steel,373.282940006034,0.4133102113584073,373.6962502173924,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,0.0,0.0,0.0,kton CO2-eq
1.A.2.c,Chemicals,1411.8739595568745,5.9453646760266565,1417.8193242329012,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",753.744645518292,41.64961254922275,795.3942580675148,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",830.4868727402493,12.0397633565575,842.5266360968068,kton CO2-eq
1.A.2.f,Non-metallic Minerals,3289.1051625829746,48.03830221755743,3337.143464800532,kton CO2-eq
1.A.2.g,Other,2196.0548371468253,39.80117507802606,2235.8560122248514,kton CO2-eq
1.A.2.g.i,Manufacturing of Machinery,364.6831358355434,3.4802492128607696,368.16338504840417,kton CO2-eq
1.A.2.g.ii,Manufacturing of Transport Equipment,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iii,Mining (Excluding Fuels) and Quarrying,87.03879195912694,1.039099899315275,88.07789185844221,kton CO2-eq
1.A.2.g.iv,Wood and Wood Products,146.763203602407,3.3734681799951147,150.13667178240212,kton CO2-eq
1.A.2.g.v,Construction,279.268121227455,0.8693824315183747,280.1375036589734,kton CO2-eq
1.A.2.g.vi,Textile and Leather,890.182288652739,6.09771131511809,896.2799999678571,kton CO2-eq
1.A.2.g.vii,Off-road Vehicles and Other Machinery,233.955224021338,24.053233512951095,258.0084575342891,kton CO2-eq
1.A.2.g.viii,Other,194.16407184821585,0.8880305262671868,195.05210237448304,kton CO2-eq
1.A.3,Transport,10618.120839575859,201.9572984077331,10820.078137983592,kton CO2-eq
