Key,Value,Source / comment
area,nl,
group,country,
id,1,
parent_id,1,
enabled.etengine,true,
enabled.etmodel,true,
analysis_year,2013,
has_agriculture,true,
has_buildings,true,
has_climate,true,
has_coastline,true,
has_cold_network,false,
has_electricity_storage,true,
has_employment,true,
has_detailed_chemical_industry,false,
has_fce,true,
has_industry,true,
has_lignite,false,
has_merit_order,true,
has_metal,true,
has_mountains,false,
has_old_technologies,true,
has_other,true,
has_solar_csp,false,
has_import_export,true,
use_network_calculations,true,
has_aggregated_chemical_industry,false,
areable_land,18475.7142,CBS tabel "Landbouw; gewassen; dieren en grondgebruik naar regio". Zie 20160210_CBS_Landbouw.xlsx
coast_line,451,The World Factbook (https://www.cia.gov/library/publications/the-world-factbook/geos/nl.html)
ccs_cost_in_industry,44,
flh_solar_pv_solar_radiation_max,1572.15528947,
land_available_for_solar,18475.7142,Assumed to be equal to arable land.
number_of_inhabitants,16779575,Bevolking; kerncijfers (CBS; http://statline.cbs.nl/Statweb/publication/?DM=SLNL&PA=37296ned&D1=a&D2=63&HDR=G1&STB=T&VW=T). Zie: 20151125_CBS_Bevolking kerncijfers.xlsx
offshore_suitable_for_wind,49589,Based on Ecofys analysis
onshore_suitable_for_wind,27539,Based on Ecofys analysis
other_emission_agriculture,44.61535,
other_emission_built_environment,0,
other_emission_industry_energy,51.68629,
other_emission_transport,0,
solar_pv_profile_1_share,1,
solar_pv_profile_2_share,0,
hydrogen_electrolysis_solar_pv_capacity_ratio,0.44,
number_of_buildings,392358,20130827_services_source_analysis_NL 2011.xlsx and http://refman.et-model.com/publications/1821
number_of_residences,7449298,Voorraad woningen en niet-woningen; mutaties; gebruiksfunctie; regio (CBS; http://statline.cbs.nl/Statweb/publication/?DM=SLNL&PA=81955NED&D1=a&D2=1&D3=0&D4=16;33&HDR=T&STB=G1;G2;G3&VW=T)
number_of_apartments,2627367.4046,
number_of_corner_houses,962449.3016,
number_of_detached_houses,998205.932,
number_of_semi_detached_houses,654793.2942,
number_of_terraced_houses,2206482.0676,
typical_useful_demand_space_heating_apartment,0.0272375534483,Assumed NL2015 averages; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
typical_useful_demand_space_heating_corner_house,0.0442685071978,
typical_useful_demand_space_heating_detached_house,0.0698179085393,
typical_useful_demand_space_heating_semi_detached_house,0.0541724674138,
typical_useful_demand_space_heating_terraced_house,0.0384352143103,
typical_roof_surface_apartment_available_for_pv,1.90666667E-05,
typical_roof_surface_corner_house_available_for_pv,3.33E-05,
typical_roof_surface_detached_house_available_for_pv,6.17E-05,
typical_roof_surface_semi_detached_house_available_for_pv,4.58E-05,
typical_roof_surface_terraced_house,3.25E-05,
heat_demand_reduction_medium_insulation_apartments,32,
heat_demand_reduction_medium_insulation_corner_house,23,
heat_demand_reduction_medium_insulation_detached_house,23,
heat_demand_reduction_medium_insulation_semi_detached_house,26,
heat_demand_reduction_medium_insulation_terraced_house,31,
heat_demand_reduction_high_insulation_apartments,67,
heat_demand_reduction_high_insulation_corner_house,69,
heat_demand_reduction_high_insulation_detached_house,67,
heat_demand_reduction_high_insulation_semi_detached_house,69,
heat_demand_reduction_high_insulation_terraced_house,69,
insulation_apartments_start_value,13,
insulation_corner_houses_start_value,9,
insulation_detached_houses_start_value,11,
insulation_semi_detached_houses_start_value,13,
insulation_terraced_houses_start_value,13,
insulation_apartments_low_share,0.59375,
insulation_apartments_medium_share,0.40625,
insulation_apartments_high_share,0,
insulation_corner_houses_low_share,0.608695652173913,
insulation_corner_houses_medium_share,0.391304347826087,
insulation_corner_houses_high_share,0,
insulation_detached_houses_low_share,0.521739130434783,
insulation_detached_houses_medium_share,0.478260869565217,
insulation_detached_houses_high_share,0,
insulation_semi_detached_houses_low_share,0.5,
insulation_semi_detached_houses_medium_share,0.5,
insulation_semi_detached_houses_high_share,0,
insulation_terraced_houses_low_share,0.580645161290323,
insulation_terraced_houses_medium_share,0.419354838709677,
insulation_terraced_houses_high_share,0,
residences_roof_surface_available_for_pv,145.3,Total based on Ecofys analysis; share of residences is assumed as 2/3
buildings_roof_surface_available_for_pv,72.7,Total based on Ecofys analysis; share of buildings is assumed as 1/3
insulation_buildings_start_value,28.8,NL/2015 value; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
heat_demand_reduction_high_insulation_buildings,74,NL/2015 value; see source_analyses/nl/2015/11_area/11_area_insulation_typical_pv_and_heat
co2_emission_1990,154.69017626,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_emission_1990_aviation_bunkers,4.6046,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_emission_1990_marine_bunkers,34.95619,1990 CO2 Emissions (energy related) according to IPCC version20. CRF avaiable on EEA download site. Summarized in: 201711_EEA_all_countries GHG emissions IPCC format 1990 UNFCCC_v20.xlsx (source_analyses>eu>2011>11_area_data)
co2_percentage_free,0.85,NL 2011 value
co2_price,0.005,http://www.energeia.nl: Feb/12/2016 Cal 17 forward price
economic_multiplier,1,NL 2011 value
employment_fraction_production,0.5,NL 2011 value
employment_local_fraction,0.2,NL 2011 value
man_hours_per_man_year,1800,NL 2011 value
buildings_insulation_employment_constant,0.0093,NL 2011 value
new_houses_insulation_employment_constant,0.014,NL 2011 value
lv_net_capacity_per_step,0.2,
lv_net_costs_per_capacity_step,183200,
lv_net_spare_capacity,0.3,
lv_net_total_costs_present,0,
lv_mv_trafo_capacity_per_step,0.2,
lv_mv_trafo_costs_per_capacity_step,40000,
lv_mv_trafo_spare_capacity,0.3,
lv_mv_trafo_total_costs_present,0,
mv_net_capacity_per_step,2,
mv_net_costs_per_capacity_step,1380000,
mv_net_spare_capacity,0.3,
mv_net_total_costs_present,0,
mv_hv_trafo_capacity_per_step,2,
mv_hv_trafo_costs_per_capacity_step,500000,
mv_hv_trafo_spare_capacity,0.3,
mv_hv_trafo_total_costs_present,0,
hv_net_capacity_per_step,20,
hv_net_costs_per_capacity_step,7280000,
hv_net_spare_capacity,0.3,
hv_net_total_costs_present,0,
interconnection_net_costs_present,0,
interconnector_capacity,5850,
offshore_net_costs_present,0,
annual_infrastructure_cost_gas,1452,NL 2011 value
number_of_cars,7915613,CBS (see source_analyses/EU/2013/8_transport)
electric_vehicle_profile_1_share,1,Assumed that at present all EV charge according to the Movares Overal laden profile
electric_vehicle_profile_2_share,0,Assumed that at present all EV charge according to the Movares Overal laden profile
electric_vehicle_profile_3_share,0,Assumed that at present all EV charge according to the Movares Overal laden profile
