crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF,2419.096268312779,199.33481824012324,2618.4310865529023,kton CO2-eq
,Total GHG emissions without LULUCF,2427.3967989261455,199.03397810929164,2626.430777035437,kton CO2-eq
1,Energy,2421.8836863985957,13.056721068725892,2434.9404074673216,kton CO2-eq
1.A.1,Energy Industries,1758.5150999999998,6.495807000000013,1765.0109069999999,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,1758.5150999999998,6.495806999999786,1765.0109069999996,kton CO2-eq
1.A.1.a.i,Electricity Generation,1758.5150999999998,6.495806999999786,1765.0109069999996,kton CO2-eq
1.A.1.b,Petroleum Refining,0.0,0.0,0.0,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,0.0,0.0,0.0,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,52.6675873484455,0.15964889201760712,52.82723624046311,kton CO2-eq
1.A.2.a,Iron and Steel,0.0,0.0,0.0,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,0.0,0.0,0.0,kton CO2-eq
1.A.2.c,Chemicals,0.0,0.0,0.0,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",0.0,0.0,0.0,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",0.0,0.0,0.0,kton CO2-eq
1.A.2.f,Non-metallic Minerals,0.0,0.0,0.0,kton CO2-eq
1.A.2.g,Other,52.6675873484455,0.15964889201760712,52.82723624046311,kton CO2-eq
1.A.2.g.viii,Other,52.6675873484455,0.15964889201760712,52.82723624046311,kton CO2-eq
1.A.3,Transport,346.2184633968452,4.872404845712026,351.09086824255724,kton CO2-eq
1.A.3.a,Domestic Aviation,1.1954998361,0.00910289717286994,1.20460273327287,kton CO2-eq
1.A.3.b,Road Transportation,333.2272532293621,4.749876393097168,337.97712962245924,kton CO2-eq
1.A.3.b.i,Cars,226.72660695960008,3.9466800368484485,230.67328699644852,kton CO2-eq
1.A.3.b.ii,Light Duty Trucks,49.51412781924037,0.14068472989480796,49.65481254913518,kton CO2-eq
1.A.3.b.iii,Heavy Duty Trucks and Buses,55.60704840551021,0.5881670702358406,56.19521547574605,kton CO2-eq
1.A.3.b.iv,Motorcycles,1.3794700450114,0.07434455611808999,1.45381460112949,kton CO2-eq
1.A.3.c,Railways,0.0,0.0,0.0,kton CO2-eq
1.A.3.d,Domestic Navigation,11.79571033138315,0.11342555544199939,11.90913588682515,kton CO2-eq
1.A.3.e,Other Transportation,0.0,0.0,0.0,kton CO2-eq
1.A.3.e.i,Pipeline Transport,0.0,0.0,0.0,kton CO2-eq
1.A.3.e.ii,Other,0.0,0.0,0.0,kton CO2-eq
