Key,Value,Source
country,nl,
base_year,2023,
chp_allocation_protermo,0,CBS expert
chp_allocation_iea,1,
chp_allocation_decc,0,
chp_total_heat_produciton,143939.304,Eurostat (2023) Capacities; production; fuel used and energy savings in combined heat and power (CHP) by type of plant; generation technologies and primary energy savings levels; also see 1_chp_source_analysis.xlsx - Eurostat CHP data 2023 - sheet
chp_total_fuel_input,412357.48,Eurostat (2023) Capacities; production; fuel used and energy savings in combined heat and power (CHP) by type of plant; generation technologies and primary energy savings levels; also see 1_chp_source_analysis.xlsx - Eurostat CHP data 2023 - sheet
chp_agriculture_unsold_gas,0.9945,Almost no sold heat production in agriculture; 232 TJ according to Eurostat autoproducer table
chp_agriculture_unsold_wood_pellets,1,Almost no sold heat production in agriculture; 0 TJ according to IEA autoproducer table
chp_agriculture_elec_prod_gas,0.999067697,1_chp_source_analysis.xlsx
chp_residential_unsold_gas,1,No CHPs in households according to IEA autoproducer table and CBS
chp_residential_unsold_wood_pellets,1,No CHPs in households according to IEA autoproducer table and CBS
chp_residential_elec_prod_gas,1,No CHPs in households according to IEA autoproducer table and CBS
chp_caps_unsold_gas,0,Assumption
chp_caps_unsold_wood_pellets,0.25,Tweaked Results by fuel
chp_caps_elec_prod_gas,0.7792,Optimized to make wood_pellets fuel use in industry close to 0; after subtracting maximum percentage of el. prod with waste from industry without making sold heat in industry (IEA) go to <0
chp_ei_unsold_gas_turbine,0,Optimized to match sold heat production
chp_ei_unsold_gas_engine,0,Optimized to match sold heat production
chp_ei_unsold_gas_cc,0,Optimized to match sold heat production
chp_ei_unsold_coal,0,Not relevant
chp_ei_elec_prod_gas,1,1_chp_source_analysis.xlsx: No coal use in energy industry according to CBS data 2023
chp_ei_elec_prod_gas_turbine,0.538136282322329,1_chp_source_analysis.xlsx
chp_ei_elec_prod_gas_engine,0,1_chp_source_analysis.xlsx
chp_ei_elec_prod_gas_cc,0.461863717677671,1_chp_source_analysis.xlsx
chp_i_unsold_gas_turbine,1,Optimized to match sold heat production
chp_i_unsold_gas_engine,1,Optimized to match sold heat production
chp_i_unsold_gas_cc,1,Optimized to match sold heat production
chp_i_unsold_coal,1,
chp_i_elec_prod_gas_turbine,0.235300125974601,1_chp_source_analysis.xlsx
chp_i_elec_prod_gas_engine,0.0176023969221341,1_chp_source_analysis.xlsx
chp_i_elec_prod_gas_cc,0.747097477103265,1_chp_source_analysis.xlsx
chp_waste_removal_caps,0.4207,
chp_waste_removal_industry,0.5793,
chp_flh_heat_network_gas,8500,High number to reproduce as best installed capacities in 1_chp_source_analysis.xlsx
