party,category,classification,measure,gas,unit,year,numberValue,stringValue
DEU,1.  Energy,Total for category,Emission factor information,CH4,no unit,1990,,"CS,D,M"
DEU,1.  Energy,Total for category,Emission factor information,CH4,no unit,2019,,"CS,D,M"
DEU,1.  Energy,Total for category,Emission factor information,CO2,no unit,1990,,"CS,D,M"
DEU,1.  Energy,Total for category,Emission factor information,CO2,no unit,2019,,"CS,D,M"
DEU,1.  Energy,Total for category,Emission factor information,N2O,no unit,1990,,"CS,D,M"
DEU,1.  Energy,Total for category,Emission factor information,N2O,no unit,2019,,"CS,D,M"
DEU,1.  Energy,Total for category,Indirect emissions,CO2,kt,1990,,NE
DEU,1.  Energy,Total for category,Indirect emissions,CO2,kt,2019,,NE
DEU,1.  Energy,Total for category,Indirect emissions,N2O,kt,1990,,NE
DEU,1.  Energy,Total for category,Indirect emissions,N2O,kt,2019,,NE
DEU,1.  Energy,Total for category,Method,CH4,no unit,1990,,"CS,D,M,T1,T2,T3"
DEU,1.  Energy,Total for category,Method,CH4,no unit,2019,,"CS,D,M,T1,T2,T3"
DEU,1.  Energy,Total for category,Method,CO2,no unit,1990,,"CS,D,M,T1,T2,T3"
DEU,1.  Energy,Total for category,Method,CO2,no unit,2019,,"CS,D,M,T1,T2,T3"
DEU,1.  Energy,Total for category,Method,N2O,no unit,1990,,"CS,D,M,T1,T2,T3"
DEU,1.  Energy,Total for category,Method,N2O,no unit,2019,,"CS,D,M,T1,T2,T3"
DEU,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,1044156.4107988537,
DEU,1.  Energy,Total for category,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,671197.64862559,
DEU,1.  Energy,Total for category,Net emissions/removals,CH4,kt,1990,1647.28333406,
DEU,1.  Energy,Total for category,Net emissions/removals,CH4,kt,2019,248.78447142,
DEU,1.  Energy,Total for category,Net emissions/removals,CO,kt,1990,12053.02499919,
DEU,1.  Energy,Total for category,Net emissions/removals,CO,kt,2019,1900.20164267,
DEU,1.  Energy,Total for category,Net emissions/removals,CO2,kt,1990,991906.28580199,
DEU,1.  Energy,Total for category,Net emissions/removals,CO2,kt,2019,659812.61142748,
DEU,1.  Energy,Total for category,Net emissions/removals,NH3,kt,1990,16.60444965,
DEU,1.  Energy,Total for category,Net emissions/removals,NH3,kt,2019,16.24569193,
DEU,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,1990,2221.18350262,
DEU,1.  Energy,Total for category,Net emissions/removals,NMVOC,kt,2019,202.87526275,
DEU,1.  Energy,Total for category,Net emissions/removals,NOx,kt,1990,2602.81465652,
DEU,1.  Energy,Total for category,Net emissions/removals,NOx,kt,2019,931.72769628,
DEU,1.  Energy,Total for category,Net emissions/removals,N2O,kt,1990,23.11770431390087,
DEU,1.  Energy,Total for category,Net emissions/removals,N2O,kt,2019,16.67574339,
DEU,1.  Energy,Total for category,Net emissions/removals,SO2,kt,1990,5288.61687728,
DEU,1.  Energy,Total for category,Net emissions/removals,SO2,kt,2019,193.81804134,
DEU,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,1990,1647.28333406,
DEU,1.  Energy,Total for category,unknown measure nr. 19496,CH4,kt,2019,248.78447142,
DEU,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,1990,23.11770431390087,
DEU,1.  Energy,Total for category,unknown measure nr. 19496,N2O,kt,2019,16.67574339,
DEU,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,1990,,NE
DEU,1.  Energy,Total for category,unknown measure nr. 19497,CO2,kt,2019,,NE
DEU,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,1990,,NO
DEU,1.A.1  Energy Industries,Biomass,Amount captured,CO2,kt,2019,,NO
DEU,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,1990,50349.0,
DEU,1.A.1  Energy Industries,Biomass,Fuel Consumption,No gas,TJ,2019,485067.0,
DEU,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,1990,45.62659635742517,
DEU,1.A.1  Energy Industries,Biomass,Implied emission factor,CH4,kg/TJ,2019,119.65510313008306,
DEU,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,1990,106.52400102881884,
DEU,1.A.1  Energy Industries,Biomass,Implied emission factor,CO2,t/TJ,2019,94.7804621908726,
DEU,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,1990,1.34271981568651,
DEU,1.A.1  Energy Industries,Biomass,Implied emission factor,N2O,kg/TJ,2019,2.0574998299204,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,5445.6152448,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,47864.49192356999,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,1990,2.2972535,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CH4,kt,2019,58.04074191,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,1990,5363.3769278,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,CO2,kt,2019,45974.87445354,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,1990,0.0676046,
DEU,1.A.1  Energy Industries,Biomass,Net emissions/removals,N2O,kt,2019,0.99802527,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,1990,,NO
DEU,1.A.1  Energy Industries,Gaseous Fuels,Amount captured,CO2,kt,2019,,NO
DEU,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,1990,402229.0,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Fuel Consumption,No gas,TJ,2019,713133.64591447,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,1990,10.78848335152363,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CH4,kg/TJ,2019,45.85458694501415,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,1990,55.97217962528808,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,CO2,t/TJ,2019,55.87564871547099,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,1990,0.67273692349383,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Implied emission factor,N2O,kg/TJ,2019,1.12108413981057,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,1990,22706.84567236,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,Aggregate GHGs,kt CO2 equivalent,2019,40974.28059916,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,1990,4.33944087,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CH4,kt,2019,32.70044877,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,1990,22513.6338385,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,CO2,kt,2019,39846.8050863,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,1990,0.2705943,
DEU,1.A.1  Energy Industries,Gaseous Fuels,Net emissions/removals,N2O,kt,2019,0.79948282,
