crt_code,crt_category,co2,other_ghg,total_ghg,unit
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,29.998111,0.9385999999999974,30.936711,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,81.32519999999998,0.9385999999999939,82.26379999999997,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,553.10249699289,0.0,553.10249699289,kton CO2-eq
,Annual Change in Total Long-term C Storage,1033.5921511722286,0.0,1033.5921511722286,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,22477.12852941319,0.0,22477.12852941319,kton CO2-eq
,Total GHG emissions with LULUCF,69959.84495619065,21663.641618411668,91623.48657460231,kton CO2-eq
,Total GHG emissions without LULUCF,73376.82535297639,21608.198047039943,94985.02340001633,kton CO2-eq
1,Energy,64781.22072060169,4667.94177819512,69449.16249879681,kton CO2-eq
1.A.1,Energy Industries,20795.184418322115,70.14906405599686,20865.33348237811,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,17849.543318797634,63.9306690999947,17913.47398789763,kton CO2-eq
1.A.1.a.i,Electricity Generation,11869.968306270895,44.07537135000166,11914.043677620897,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,4202.756091137693,14.18235519999962,4216.938446337693,kton CO2-eq
1.A.1.a.iii,Heat Plants,1776.8189213890432,5.672942550000016,1782.4918639390432,kton CO2-eq
1.A.1.b,Petroleum Refining,2375.6256900000003,4.806357299999945,2380.4320473000002,kton CO2-eq
