crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,5957.008498370408,237.67079415308308,6194.679292523491,kton CO2-eq
,Total GHG emissions with LULUCF,361714.4349767572,93348.58320987708,455063.0181866343,kton CO2-eq
,Total GHG emissions without LULUCF,366942.1153523531,86291.53091545095,453233.646267804,kton CO2-eq
1,Energy,343406.46181272925,9273.896590066724,352680.358402796,kton CO2-eq
1.A.1,Energy Industries,86446.96075571397,1076.1484173623612,87523.10917307633,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,59149.244573907534,673.7348739073786,59822.97944781491,kton CO2-eq
1.A.1.a.i,Electricity Generation,59149.244573907534,673.0787522544124,59822.323326161946,kton CO2-eq
1.A.1.a.iii,Heat Plants,0.0,0.6561216529686,0.6561216529686,kton CO2-eq
1.A.1.b,Petroleum Refining,12628.270575470004,19.208087078066455,12647.47866254807,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,14669.445606336438,383.20545637691976,15052.651062713358,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,775.823115777174,0.38214348804001474,776.2052592652141,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,12587.32055268591,381.57092662515424,12968.891479311063,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,1306.301937873354,1.25238626372402,1307.554324137078,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,42027.41553413392,329.80747596330184,42357.22301009722,kton CO2-eq
1.A.2.a,Iron and Steel,1071.3954188916678,1.7133613740068085,1073.1087802656746,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,699.1911592314663,1.2112075754344005,700.4023668069007,kton CO2-eq
1.A.2.c,Chemicals,5355.079520078094,8.585253494699828,5363.664773572794,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",1411.946181037833,28.29526538216237,1440.2414464199953,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",4141.923193249272,10.523266824653547,4152.446460073926,kton CO2-eq
1.A.2.f,Non-metallic Minerals,2573.384400673649,59.649392235710366,2633.0337929093594,kton CO2-eq
1.A.2.g,Other,26774.49566097194,219.82972907663498,26994.325390048576,kton CO2-eq
1.A.2.g.vii,Off-road Vehicles and Other Machinery,5413.949475325589,62.80967007008985,5476.759145395679,kton CO2-eq
1.A.2.g.viii,Other,21360.54618564635,157.0200590065433,21517.566244652895,kton CO2-eq
1.A.3,Transport,120750.87501428394,1147.8694653560233,121898.74447963996,kton CO2-eq
1.A.3.a,Domestic Aviation,1722.0616255457153,15.999987240878454,1738.0616127865937,kton CO2-eq
1.A.3.b,Road Transportation,111004.10744050247,1045.9455519451876,112050.05299244766,kton CO2-eq
1.A.3.b.i,Cars,68931.15586763353,513.0942331294209,69444.25010076295,kton CO2-eq
