crt_code,crt_category,co2,other_ghg,total_ghg,unit
,Annual Change in Total Long-term C Storage,0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,0.0,0.0,0.0,kton CO2-eq
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,1641.5830207382694,5.935979175898865,1647.5189999141683,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,1808.69038040043,6.54926105759705,1815.239641458027,kton CO2-eq
,Total GHG emissions with LULUCF,98884.40155934934,17098.838196809433,115983.23975615877,kton CO2-eq
,Total GHG emissions without LULUCF,99470.2597331821,16993.450890989043,116463.71062417114,kton CO2-eq
1,Energy,83780.8789946251,1762.0308597523544,85542.90985437746,kton CO2-eq
1.A.1,Energy Industries,20773.370345424402,190.84359647200472,20964.213941896407,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,15012.311629466138,111.92955055600578,15124.241180022143,kton CO2-eq
1.A.1.a.i,Electricity Generation,15012.311629466138,111.92955055600578,15124.241180022143,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,0.0,0.0,0.0,kton CO2-eq
1.A.1.a.iii,Heat Plants,0.0,0.0,0.0,kton CO2-eq
1.A.1.a.iv,Other,0.0,0.0,0.0,kton CO2-eq
1.A.1.b,Petroleum Refining,5610.966049659,74.14890164000008,5685.1149512990005,kton CO2-eq
1.A.1.c,Manufacture of Solid Fuels and Other Energy Industries,150.0926662992639,4.765144276000001,154.8578105752639,kton CO2-eq
1.A.1.c.i,Manufacture of Solid Fuels,150.0926662992639,4.765144276000001,154.8578105752639,kton CO2-eq
1.A.1.c.ii,Oil and Gas Extraction,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.iii,Other Energy Industries,0.0,0.0,0.0,kton CO2-eq
1.A.1.c.iv,Other,0.0,0.0,0.0,kton CO2-eq
1.A.2,Manufacturing Industries and Construction,13757.107534030629,136.91987568192235,13894.027409712551,kton CO2-eq
1.A.2.a,Iron and Steel,1234.0732839170562,1.433914940110526,1235.5071988571667,kton CO2-eq
1.A.2.b,Non-Ferrous Metals,427.5385695189261,1.3824642656547326,428.92103378458086,kton CO2-eq
1.A.2.c,Chemicals,3814.320141841669,42.195198762897235,3856.515340604566,kton CO2-eq
1.A.2.d,"Pulp, Paper and Print",531.9457277021111,12.583414598877539,544.5291423009886,kton CO2-eq
1.A.2.e,"Food Processing, Beverages and Tobacco",2478.2616747970173,15.890534603084689,2494.152209400102,kton CO2-eq
1.A.2.f,Non-metallic Minerals,3442.079905552286,38.69524039515545,3480.7751459474416,kton CO2-eq
1.A.2.g,Other,1828.8882307015635,24.73910811614269,1853.6273388177062,kton CO2-eq
1.A.2.g.i,Manufacturing of Machinery,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.ii,Manufacturing of Transport Equipment,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iii,Mining (Excluding Fuels) and Quarrying,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.iv,Wood and Wood Products,0.0,0.0,0.0,kton CO2-eq
1.A.2.g.v,Construction,0.0,0.0,0.0,kton CO2-eq
