Key,Value,Source
country,be,
base_year,2013,
primary_bio_kerosene,0,Assumption
primary_waste_fats,0,Assumption
primary_wood,2551,Estimate based on Eurostat data; see soure analysis
max_biogenic_wasate,34512.713373338,Estimate based on Eurostat data; see soure analysis
max_non_biogenic_waste,28237.5544766853,Estimate based on Eurostat data; see soure analysis
max_waste_fats,0,Assumption
percentage_wood_pellets,0.5,Assumption
percentage_torrified_biomass_pellets,0.5,Assumption
regasified_lng,19515.38787,GIE (see source_analyses/EU/2013)
regasified_bio_lng,0,Assumption (see source_analyses/EU/2013)
