Key,Value,Source
country,uk,
base_year,2012,
chp_allocation_protermo,0,DUKES 2014 - Paragraph 7.38 (see http://refman.et-model.com/publications/1887)
chp_allocation_iea,0,
chp_allocation_decc,1,
chp_total_heat_produciton,173678.4,DUKES 2014 - Table 7A (see http://refman.et-model.com/publications/1887)
chp_total_fuel_input,357915.6,DUKES 2014 - Table 7A (see http://refman.et-model.com/publications/1887)
chp_agriculture_unsold_gas,0.5,Not relevant as there is no autoproduction from CHP plants for agriculture in UK 2012
chp_agriculture_unsold_wood_pellets,0.5,Not relevant as there is no autoproduction from CHP plants for agriculture in UK 2012
chp_agriculture_elec_prod_gas,0.5,Not relevant as there is no autoproduction from CHP plants for agriculture in UK 2012
chp_residential_unsold_gas,0.5,Not relevant as there is no autoproduction from CHP plants for households in UK 2012
chp_residential_unsold_wood_pellets,0.5,Not relevant as there is no autoproduction from CHP plants for households in UK 2012
chp_residential_elec_prod_gas,0.5,Not relevant as there is no autoproduction from CHP plants for households in UK 2012
chp_caps_unsold_gas,1,Optimized
chp_caps_unsold_wood_pellets,0.5,Not relevant as there is no heat production from wood pellets reported in agriculture for UK 2012
chp_caps_elec_prod_gas,1,Optimized
chp_ei_unsold_gas_turbine,1,Optimized
chp_ei_unsold_gas_engine,1,Optimized
chp_ei_unsold_gas_cc,1,Optimized
chp_ei_unsold_coal,0.5,Not relevant as there is no coal CHP; see next dashboard item
chp_ei_elec_prod_gas,1,Optimized
chp_ei_elec_prod_gas_turbine,0.134228722304894,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_ei_elec_prod_gas_engine,0.143404287496492,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_ei_elec_prod_gas_cc,0.722366990198615,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_i_unsold_gas_turbine,1,Optimized
chp_i_unsold_gas_engine,1,Optimized
chp_i_unsold_gas_cc,1,Optimized
chp_i_unsold_coal,1,Optimized
chp_i_elec_prod_gas_turbine,0.134228722304894,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_i_elec_prod_gas_engine,0.143404287496492,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_i_elec_prod_gas_cc,0.722366990198615,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_waste_removal_caps,1,
chp_waste_removal_industry,0,
chp_flh_heat_network_gas,3876,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 3876.
chp_flh_heat_network_biogas,3876,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 3876.
chp_flh_heat_network_wood_pellets,4374,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 4374.
chp_flh_iei_gas_turbine,5419,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_iei_gas_engine,3667,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_iei_gas_cc,3762,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_iei_coal,2102,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_iei_wood_pellets,4374,Weighted average of FLHs of CHP in households; buildings; agriculture. Based on central_producers table. FLH of all sectors 4374.
chp_flh_ma_gas,3762,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_ma_coal,2102,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_ma_lignite,2102,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_ma_cofiring,2102,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
chp_flh_waste,4374,Based on DUKES 2014 - see 1_chp_source_analysis.xslx
