crt_code,crt_category,co2,other_ghg,total_ghg,unit
,HWP in SWDS,0.0,0.0,0.0,kton CO2-eq
,Multilateral Operations,0.0,0.0,0.0,kton CO2-eq
,Total Amount Captured for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of CO₂ Injected at Storage Sites,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Exports for Storage,0.0,0.0,0.0,kton CO2-eq
,Total Amount of Imports for Storage,0.0,0.0,0.0,kton CO2-eq
,"Total Leakage from Transport, Injection and Storage",0.0,0.0,0.0,kton CO2-eq
,Annual Change in Total Long-term C Storage in HWP Waste,8.6742704,0.0,8.6742704,kton CO2-eq
,Annual Change in Total Long-term C Storage,16.174786195,0.0,16.174786195,kton CO2-eq
,Waste Incineration with Energy Recovery included as Biomass,427.14529999999996,8.133057980000046,435.27835798,kton CO2-eq
,Waste Incineration with Energy Recovery included as Fossil Fuels,5546.796507200001,86.17754950000017,5632.974056700001,kton CO2-eq
,Long-term Storage of C in Waste Disposal Sites,29567.841813147963,3.637978807091713e-12,29567.841813147967,kton CO2-eq
,Total GHG emissions with LULUCF,297616.8245586083,70475.03461810848,368091.85917671677,kton CO2-eq
,Total GHG emissions with LULUCF including indirect CO₂,298101.10523622186,70475.03461810848,368576.13985433034,kton CO2-eq
,Total GHG emissions without LULUCF,317682.5269606254,68703.83642780012,386386.3633884255,kton CO2-eq
,Total GHG emissions without LULUCF including indirect CO₂,318166.807638239,68703.83642780012,386870.6440660391,kton CO2-eq
1,Energy,297263.8308058773,26264.059826993325,323527.8906328706,kton CO2-eq
1.A.1,Energy Industries,149904.5040877312,643.101974492165,150547.60606222338,kton CO2-eq
1.A.1.a,Public Electricity and Heat Production,141949.3060666051,629.991086884489,142579.29715348958,kton CO2-eq
1.A.1.a.i,Electricity Generation,2308.52791051872,23.80426615164015,2332.3321766703602,kton CO2-eq
1.A.1.a.ii,Combined Heat and Power Generation,129780.15051846756,561.2866237824783,130341.43714225004,kton CO2-eq
1.A.1.a.iii,Heat Plants,9860.6276376188,44.90019695036062,9905.52783456916,kton CO2-eq
1.A.1.b,Petroleum Refining,4598.153105434255,7.652795600480204,4605.805901034735,kton CO2-eq
